section;entree;nature;sous_entree;traduction_ewe
O;oranger;m;;atotonutiti. orang-outan    kese  gâ  ade.
O;orateur;m;;nyagblola, nuîola.
O;orbe;m;;nu nogo; — gletivi. orbite    î  rikuto.
O;orchestre;m;;kpekuha, sankuîoîo. ordalie   î   aka,  akanyinyi. ordinaire    a    le  dodo  nu;  —  îuîlu,  gbolo.
O;ordinaire;m;;gbesiagbe îe nududu. ordination    î    dodo  ;  —  mawumunolawo  dodo.
O;ordonnance;f;;dodo, sédede.
O;ordonner;vt;;do nu, de sé, de gbe na ame, do nu na  ame.
O;ordre;m;;dodo, sé, sédede; — nudodo teîeteîe.
O;;;spirituel;sadagaha.
O;;;de;bataille awadzedze. mettre  en-    do  nuwo  teîetefe,  do  nu. d'après  P-    le  dodo  nu,  abe  alesi  edze  ene. donner-  de    de  sé. ordure    î    ba,  dudo,  koli.
O;oreille;f;;to. prêter  Poreille    bi  to  de  ame  gbo. souffler  qc.  à  V-  de  q.   do  dalï  de  tome  na  ame. bout  de  P-  togboe. se  gratter  dans  P-    lu  to  me. pavillon  de  P-    tobaya,  togbui. trou  de  lobe  de  P-  toriono. avoir  mal  aux  -s    to  du  ame. ore  —  ort avoir  bonne-    ame  fe  to  fia  fi. les  -s  me  cornent    tonye  me  tsi;  wole  yoyem. dire  qc.  à  1'-  de  q.    gblo  nya  de  to  me  na  ame. pointer  les  -s    (animaux)    vu  to. dresser  les-    lé  to  de  te,  wu)  towo  dzi  tsrolô. faire  la  sourde-    do  to  ku  ame  îe  nya. pendant  d>-  toge,
O;oreiller;m;;tazionu, sudui, sumle, kozioe. prendre  conseil  de  son-    sudui  sie  nya  le.
O;orfèvre;m;;sikadanuwola.
O;orfèvrerie;f;;sikadanuwowo, sikanu.
O;organe;m;;dowonu.
O;organisation;f;;dodo, nudoanyi.
O;organiser;vt;;do nu.
O;organiste;m;;sankufola.
O;orge;f;;îo, li.
O;orgie;f;;nutsududu, aglotutu.
O;orgue;m;;sanku gâ.
O;orgueil;m;;dada, gbagbla, aminu, dzadzra, amim. orgueilleux    a    dada,  aminuwola,  dzadzrato,  da- dala.
O;orient;m;;gedzefe.
O;s'orienter;v;;dzi mo.
O;orifice;m;;nu.
O;oriflamme;f;;aflaga. originaire    a    wodzii  de ... .  to  (Ketato). original   a   tso  gomedzedzea  me,  gomedzeto,  gbâto.
O;origine;f;;ke, dzofe, gomedzefe; dzidzimetsotso, dzodzome. originel  a  (péché-)  domenyinuvô.
O;ornement;m;;atsyô, atyôdonu.
O;ornemantation;f;;atsyôdodo, atsyônu.
O;ornementer;vt;;| A n, , rA -
O;orner;vt;;/ ^° at^° na nu"
O;ornière;f;;mo îe liîo.
O;orphelin;m;;tsôvi, tsuêvi.
O;orphelinat;m;;tsôviwonyiîe, tsuêviho.
O;orteil;f;;afobide, afovi. ongle  de  V-  afobidefetsu. orthodoxe  hosevavâto.
O;orthographe;f;;nunonlô le dodo nu. 18* ort  —  our ortie    î    adza,  avedze. P-  pique    adza  me  ame.
O;os;m;;fu. os  maxillaire  glâfu. d'-  en-  efutoe. moelle  des-  futnemi. osciller    vi    nyê,  da. oscillation    î    dada,  nyenyë.
O;oser;vt;;do dzi, katse; hatse wo nu, do dzi wo nu.
O;osier;m;;ati ade. osseux    îuto,  diîu,  wofu. ossements    mpl  îuwo.
O;ossuaire;m;;îuho, fukpo.
O;ostensoir;m;;hostia kokoe îianu. ostentation    î    adegbefofo;  atsyodada,  kakadenu.
O;otage;m;;aboyome, awobame.
O;ôter;vt;;tso nu yi, de nu da.
O;;;les habits;de awu di.
O;;;qc. à q.;de nu le ame si. s'ôter  qc.  de  Pesprrt    de  nu  le  tame, ou    cj    alo,  halo. ou  ...  ou    alo   alo.
O;où;adv;;afika. ouaille    î  aie. ouailles    îpl  hosetowo. ouate   î    detiîu,  alêîu.
O;oubli;m;;nunonlo be. tomber  dans  P-    dze  le  bu  ame  îe  nku  dzi,  de ame.
O;oublier;vt;;nlo nu be. je  Pai  oublié    menloe  be,  ebu  dem. s'oublier    do  gu,  tu  mbra. oubliettes    îpl  gaho.
O;ouest;m;;getodoîe,
O;oui;adv;;ë, yo. ouïe    î    nusese,  sese;  —  alahatsa,  alohatsa.
O;ouïr;vt;;se, se gbe, do to.
O;ouragan;m;;anyiîliyâ.
O;ourdir;vt;;wo, nane.
O;ourlet;m;;avoto, awuto, to. our  —  pag
O;ourler;vt;;fo nu to, fo to na nu.
O;ours;m;;sisiblisi.
O;outil;m;;dowonu.
O;outrage;m;;dzudzu, difofo, nukpedodo. faire-  à  q>    he  nya  de  ame  nu,  dzu  ame.
O;outrager;vt;;dzu ame, do nukpe ame. outrageux    a    donukpe,  dzuame.
O;outre;adv;;godo.
O;en-;prép;;kpe de sia nu, kpakpli, kple. ouvert   a    gbayâ,  glidzâ,  nuvo.
O;ouvertement;adv;;fâ, le gaglâgbe.
O;ouverture;f;;wuwu, nu,
O;ouvrage;m;;dowowo, agbalê. se  mettre  à  Y-    dze  dowowo  gome,
O;ouvrier;m;;dowola.
O;ouvrir;vt;;wu nu, klê nu, wu nu nù.
O;;;la bouche;ke nu.
O;;;la porte;wu wotru.
O;;;les yeux;ke nku, wu nku.
O;;;le parapluie;ke hehi.
O;;;la campagne;dze awa gome.
O;;;de force;wu nu sesêtoe, klê asi le nu nu.
O;ouvroir;m;;dowofe. oval   a   loboe,  le  azi  fe  nonome.
P;ovation;f;;dzidzoseyi, bùbunana.
P;pacifier;vt;;le avu.
P;pacificateur;m;;avulela.
P;pacification;f;;avulele. pacifique    a  domefafato.
P;pacte;m;;nubabla, dzonyinyi. pactiser    vi    bla  nu,  nyi  dzo.
P;paganiser;vt;;wo ame woatro zu trôsubola.
P;paganisme;m;;trôsubosubo.
P;page;f;;aha.
P;page;m;;subola, fianuvi, ablodevi pag  —  pal
P;pagne;m;;avo, do. mettre  le-   ta  avo,  sa  avo,  sama  avo.
P;païen;m;;trôsubola. païen    a  trôto.
P;paillasse;f;;aba.
P;paillasson;m;;atsiatsia.
P;paille;f;;gbe fufu, be. brin  de-    gbefoti,  ahôliti. chapeau  de-    gbekuku,  ayedeekuku.
P;;;hachée;bewo.
P;pain;m;;abolo, kokui, akpono. faire  du-    fo  abolo,  mê,  da  abolo. rompre  le-    ka  abolo. manger  du-    du  abolo. pair    a    sosoe,  deka  îomevi. paire    î    eve,  wo  ame  eve,  atsu  kple  asi. par  -s    eve  eve. une-  de  souliers    afokpa  eve. paisible    a    boboe,  fa,  kpô.
P;paître;vt;;kplo la yi gbedufe. paître    vi    du  gbe.
P;paix;m;;nutifafa, novisilele. faire  la-    wo  nutifafa,  le  avu,  le  novisi. palavre    ni    nyadodro,  nya.
P;palais;m;;fiaho, fiasâ, mô.
P;palais;m;;nume îe dzigbe.
P;palanquin;m;;apaka, afake. pale    î    kopo  nutunu    le  missawowo  me. pâle    a    kpi,  gi,  fugi.
P;palefrenier;m;;lâwodzikpola.
P;paletot;m;;dziwui.
P;pâleur;f;;fufuti. pâlir    vi    fu,  fu  kpi,  wo  kpi,  klo.
P;palissade;f;;kpototo, kpo.
P;palissader;vt;;' to kpo fo hlâ nu, tu kpo ti.
P;palliation;f;;adariuduidodo.
P;pallier;m;;tsyo ako de nya dzi, do adanuduii.
P;pallium;m;;episkopo fe dziwui.
P;palme;f;;deti, yevuneti, alati, agoti fe alo. vin  de-  deha. tirer  du  vin  de-    kpa  deha. pal  —  pap remporter  la  palme    du  dzi. palme    î    asi  ;  asi  dzidze.
P;palmeraie;f;;deve; deka.
P;palmier;m;;yevuneti, alati.
P;;;à;huile deti.
P;;;à;éventail, agoti. rat  palmiste    kadzidoe,  ado. palmure    î    aîotemegbalê,  afotemeyi.
P;palper;vt;;ka asi nu nu, îo asi nu. palpiter    vi    îo,  dzo,  wuwu,  wawa. palpitation    î    dzodzo,  wa^a.
P;;;de;cœur dzidzodzo.
P;paludisme;m;;asrâ, atidudui, nudza. se  pâmer    v    gbaîa  îo  ame,  yi  to. pâmoison    î    gbafa,  aîetrô,  nuzi.
P;pan;m;;akpa, aga.
P;panégyrique;m;;ame kuku kaîukaîu. faire  le-  de    kaîu  ame  kuku.
P;panier;m;;kusi, abaka, kevi. panique    î    nodzi,  vodidi.
P;panne;f;;haha, gbegblê.
P;panse;f;;konukoe, lâdzpnududuwo îe îodo.
P;pansement;m;;abibabla.
P;panser;vt;;bla abi.
P;pantalon;m;;atawui. panteler    vi    gbo  fuge  luge,  ne,  gbo  hehehe. panthère    î    lâkle,  kpô. pantoufle    î  aîemeîokpa.
P;paon;m;;atsrima.
P;papa;m;;fofo, to. papal    a  papato. papauté    î    papa  îe  dzidudu.
P;papaye;f;;adiba, dzigoe.
P;papayer;m;;adibati.
P;pape;m;;papa.
P;papeterie;f;;pepawoîe, agbalêwofe.
P;papier;m;;pepa, agbalê.
P;;;buvard;inke fupepa, blotinpepa.
P;papier-monnaie;m;;gagbalê.
P;papillon;m;;kpakpaluvvui, kpokponuvvo. pap  —  par
P;papillote;f;;gbetike, kpetike.
P;pâ que;f;;Yudatowo fe paska.
P;paquebot;m;;meli, wu. Pâques    fpl    Kristotgwo  fe  paska,  Kristo  foîô  fe azâgbe. semaine  de-    Paska  fe  kwasida.
P;;;fleuries;adefôho kwasidagbe.
P;;;closes;kwasida gbâto le Paska megbe. faires  ses-    nuvôwome  wuwu  kple  komunio  hoho le  Kristo  fofôgi  me.
P;paquet;m;;nublabla.
P;par;prép;;to nu me, to nu dzi. de-  le  ame  fe  sé  nu,  le  ame  fe  nko  me.
P;parabole;f;;lododo, gli, nya tsitsiwo, abe. parler  en-    do  lo,  zo  nya  ha,  bu  abe.
P;parachever;vt;;wu nu nu, vo nu. Paraclet    m    Gbogbo  kokoe.
P;parade;f;;atsyô, asadabobo. parader    vi    bo  asada,  bo  asra.
P;paradis;m;;paradiso, dzifo, Mawu fe fiadufe. chemin  du-  dzifomo. orseau  de-  aditsi.
P;parage;m;;futa, nutowo me. parages    mpl    to,  tsi.
P;paragraphe;m;;nunlonlô fe akpa. paraître    vi    do,  dze,  de  dokui  fia.
P;;;(publier);ta agbalê, kaka agbalê.
P;;;(sembler);wo abe .... ene. il  paraît    ewo  abe  de . . .  ene.
P;parallèle;f;;akasa, akasa nu, lika, soso. parallèle  à    sosoe,  le  akasa  nu. paralysé  (être)    di  hodro,  lame  tu.
P;paralysie;f;;lâmetutu, amiâ, tidzedze atri.
P;paralytique;m;;hodro, lâmetututo, abuno. être-    lame  tu  na  ame.
P;parapluie;m;;hehi (na tsidzadza), katanbi. ouvrir  le-    ke  hehi,  klë  hehi. fermer  le-    tu  hehi.
P;parasite;m;;adifudidula, adifudidudu. faire  le  métier  de-    du  adifudi.
P;parasol;m;;hehi, gehehi par  —  par
P;paratonnerre;m;;dzikedzokplonu, hebiesolega.
P;parc;m;;abc, lâkpo.
P;parcelle;f;;nuvi, akpavi, nukake. parce  que    cj  elabena.
P;parchemin;m;;agbalê, krata. par-ci-par-là    katakata,  gbeligbeli.
P;parcimonie;f;;nuheedodo. être  parcimonieux  (a)    do  nuhi  enu,  tsi  nku.
P;parcourir;vt;;to nu me, tso nu me, tsa nu (ave).
P;parcours;m;;mo, tofe.
P;par-dessous;adv;;le nu te, te.
P;par-dessus;adv;;le nu dzi, dzi.
P;pardessus;m;;dziwui. par  devant    adv    ngo,  le  ame  fe  nkume
P;pardon;m;;tsotsoke, taflatse, monana. demander-    de  kuku,  do  taflatse,  bia  tsokoke. pardon    int    taflatse,  mede  kuku,  kuse.
P;pardonner;vt;;tso nu ke.
P;;;des péchés à q.;tso nuvôwo ke ame. pareil   a    nenem,  aie  fe  nu,  sosoe,  deka  fomevi. sans-    kpodenu  mêle  ne  o.
P;pareillement;adv;;nenemâke, nenemâ.
P;pareille;f;;tefedodo. rendre  la-  à  q.   do  tefe  na  ame,  tu  wôfe  na  amer wo  wodenu.
P;parement;m;;atsyô.
P;parent;m;;fometo, sâmeto. parents    mpl  dzilawo.
P;parentage;m;;fome.
P;parentée;f;;fometowo, togome, nogome. parenthèses    fpl    tefliwo  de  nya   fe  akpawo  kple eve  dzi  v.  g.  :  (  )
P;parer;vt;;do atsyô na nu. se  parer  v  da,  do  atsyô,  wo  leke,  wo  fewuinu.
P;parer;vt;;de nu da, tro nu da.
P;;;q, de qc.;kpo ame ta.
P;paresse;f;;kuvia, fotnewowo. paresseux    a  -f  m    kuviato,  dovuto,  fomewola. être-   wo  kuvia,  wo  fome.
