section;entree;nature;sous_entree;traduction_ewe
B;berger;m;;alêkploîa.
B;bergerie;f;;alêho, alêkpo.
B;berlue;f;;fuflu, motatra.
B;berner;vt;;dzi ge ame nu, ka ahatse ame nu, flu ame.
B;besogne;f;;do, dovvpwo. besoin    hiâ,  hiâgbe,  ziâ. être  dans  le-   ka  hiâ,  hiâ  tu  ame,  ziâ  kpe  ame. avoir-  de    hiâ  nu,  ziâ  nu,  nu  ve  ame. faire  ses  -s    de  kpoha,  yi  afodzi,  de  gboto  (en- fants). être  pressé  de  faire  ses-   s     kpoha  to  ame. au-    ne  ele  vevie. bestial    a    abe  lâ  ene. bestiaux    mpl    lâwo,  afemelâwo. bes  —  bie
B;bestiole;f;;lâvi.
B;bétail;m;;lâwo, afemelâwo. bête   î   la  ;  —  bometsila. bêtise    î    bometsitsi,  lânu,  lâdzodzo,  henu. beugler   vi    de  gbe,  hlô  abe  nyi  ene.
B;beuglement;m;;gbetete, gbedede ; nyi fe hohlô.
B;beurre;m;;butru, bota.
B;bévue;f;;dzidada, vodada, dadafu: faire  une-    da  vo,  da  nu  dzi. biais    a    diabu,  troabu,  tro. en-    gôglô,  dzewe.
B;biais;m;;abutotro, abudidi. biaiser    vi    di  abu,  tro  abu. bi-annuel    a    zi  éve  le  fe  deka  me.
B;biberon;m;;notsinotukpa. Bible    î    Biblia  kokoe,  Nurionlo  kokoe. bibliothèque    î    agbalêho,  agbalëdzradoîe. biblique    a    bibliameto,  tso  Biblia  me.
B;biche;f;;luno, tono. bicyclette    î    gaso,  keke. monter  en-    do  gaso.
B;bicycliste;m;;gaspdola.
B;bidet;m;;so diku.
B;bidon;m;;go, akpogo, kplu. bien   a   nyuie,  nyô. cela  ne  fait  pas-  mal   mêle  vevem  nyuie  o. cet  habit  n'est  pas-  sâle  avo  sîa  meîo  di  nyuie  o.
B;bien;m;;nu nyuie ; kesinonu. faire  du-  à  q.   wo  nyuie  na  ame. je  vous  veux  du-   mêle  wo  nyui  dzim. cela  me  fait  du-    ehom,  ewom  nyuie,  enyô  nam. cet  habit  lui  va-  :    avo  la  dzee,  so  ne  nyuie. je  me  porte-   mêle  sesiê. être-  disposé    do  dzidzomo. c'est-  fait  !  efiâ  wô  !  ekpoe,  èwoe  nyuie. c'est-    enyô  !  enyô  ta  I il  est-  malade    ele  do  lém  vevie,  do  la  té  enu. j'en  suis-  aise   edzo  dzi  nam  be. c'est-  lui   eya  riutoe. je  voudrais-  savoir  medzro  vevie  be  manya... je  le  veux-    melô,  edze  riunye. bie  —  bil il  est-  entendu  que    ele  vevie  be. il  y  avait-  du  monde    ame  gedewo  va. mener  une  entreprise  à-  :    kpô  monu  le  nu  nu, dze  dzi  nyuie. être-  avec  q.    dze  holô  kple  ame,  ame  dome  le nyuie. c'est-  à  vous  de    èwo  nyuie  esime... bien-aimé    a    lolôto,  lolôa.
B;bien-être;m;;nyonyô, modzeanyi; — kesinotonyenye
B;bienfaisance;f;;domenyonuwowo.
B;bienfait;m;;domenyonu. bienfaisant  domenyoto.
B;bienfaiteur;m;;domenyonuwola. bienheureux    a  +  m  :  kokoe,  yayirato,  dzidzoto. biennal   a    îe  eveto.
B;bienséance;f;;dokuilélé nyuie, v^udodo.
B;bientôt;adv;;teîe medidi o, teîe medzidzi hafi o. à-  !    gbo  kaba  !
B;bienveillance;f;;domenyonyô, lolô nyuie. montrer  de  la-  envers  q  :    ko  nkume  na  ame,  wo ame. bienvenir  q.    do  dzâ  na  ame. soyez  le  bienvenu  !    dzâ,  dzâ  nawô  !  wôe  zo,  dzâ.
B;bienvenue;f;;dzâdodo na ame. souhaiter  la-  à    do  deme  na  ame,  do  doaîe  na ame.
B;bière;f;;amekukudaka, amekukugbati.
B;bière;f;;aha, liha. bifurcation  modzeveteîe  ;  alo,  alodzedze.
B;biffer;vt;;te fli de nu me, tutu nunonlo.
B;;;q. de la liste;te fli ame îe nko me le agbalê me, tutu  ame  nko.
B;biffure;f;;flu, flui, flitete de nu me.
B;bigamie;f;;nyônuvedede.
B;bigame;m;;nyônuvedela.
B;bijou;m;;dzonu, kpe hoasi, îewuinu, sikanu.
B;bijoutier;m;;dzonuwola, sikadariuwola.
B;bilan;m;;akontabubu, numebubukpo, nusosokpo.
B;bilieuse;f;;asrâ dze nudza.
B;bile;f;;vevee, adrufe. échauffer  la-  de  q.    do  dziku  na  ame. bil  —  blé se  faire  de  la-    do  domedzui.
B;billard;m;;feîe ade kple boluwo. bille    î    bol,  kpe  nogui. bille  (de  bois)   kpo,  atikpo.
B;billet;m;;agbalêvi, monagbalê.
B;;;de;banque gàgbalê.
B;;;d'entrée;monagbalê, gegedemegbalê.
B;bimbelot;m;;îeîenu. bimensuel   a   zi  eve  le  gleti  deka  me, biner   vi   wo  misa  zi  eve  le  nkeke  deka  me.
B;binocle;m;;tsitsi, gankui. biographie   î   agbenutinya,  agbenono  nutinya.
B;bis;adv;;zi eve.
B;bisaïeul;m;;togbotogbui.
B;bisaïeule;f;;mamâmamê.
B;biscuit;m;;akpono vivi. bise    î    yâ  wovuvo,  wègoyâ  îaîe. bissextile  (année-)    (îe  si  me  nkeke  29  li  na  Febru- ary)-
B;bitume;m;;anyigbameno.
B;bivouac;m;;asadaboîe, asada me. bivouaquer    vi    bo  asada,  do  asadaboîe. bizarre     a  wonuku,  wo  moyâ.
B;bizarrerie;f;;nukuwowo. blague    î    atamâkotoku  ;  —  beblenya,  kodidi.
B;blaireau;m;;lûmô, hotoklo — anosinu.
B;blâme;m;;mokaka, nkumekaka.
B;blâmer;vt;;ka nkume na ame, blu de ame ta. blanc    a    gi,  îufu,  gie,  îu  tititi,  îu  ti.
B;blanc;m;;yevu, yovo, yovu. blanche    î  ablewosi.
B;blanchir;vt;;wo nu gie.
B;;;un mur;si akalo na gli.
B;;;le linge;nyâ avo; sia avo de rido gbe.
B;blanchissage;m;;nunyanyâ.
B;blanchisseur;m;;nunyâla.
B;blasphème;m;;busunyagbogblo de Mawu nuti^ busubobo.
B;blasphémer;vt;;gblo busunya de Mawu nuti. blatte    î    kakalaka,  gbagblavudza.
B;blé;m;;li (bli, molu, fo etc.) nuwawâ. ble  —  bol semer  du-    îâ  bli,  do  bli. rentrer  le-    de  bli,  ne  bli. blêmir    vi    îu  kpi,  fu,  klo. blesser  q.    vt    de  abi  ame  nu,  dia  ame  nu,  de  nu
B;;;q. d'un coup de fusil;de abi ame nu kple tu, fo  tu  ame. se  blesser    v    ho  âbi,  ka  abi.
B;blessé;m;;abito, abihola, abinu.
B;blessure;f;;abi. laver  une-    klo  abi. panser  une-    wo  abi,  bla  abi. la-  est  fermée,  guérie  :  abi  ku. bleu    a    blo,  blû,  amâtsi.
B;bleuir;vt;;de blo nu.
B;blinder;vt;;do ga nu nu.
B;bloc;m;;kpo.
B;;;de;bois atikpo. blond    a    dzê,  hê.
B;bloquer;vt;;de to de nu nu, îo hlâ nu. se  blottir   v    no  klotsinui. blouse    î  dziwui.
B;boa;m;;wo, da gâ ade.
B;bocage;m;;avevi, ave kododo.
B;bocal;m;;agbovoe, atukpa.
B;bœuf;m;;nyitsu, nyi tata. du-  nyilâ.
B;boire;vt;;no nu, fu nu nû nu.
B;;;de la bière;no liha.
B;;;dans;une calebasse : no nu le tre me, fu nu tre nu. donner  à-  à  un  cheval     na  tsi  na  so. donner  pour-  à  q.    na  adzo  ame.
B;bois;m;;ave ; — ati; — lâdzowo. de-    atinu,  atito. aller  au-    fo  nake. scier  du-    dzè  ati. fendre  du-    fé  ati.
B;;;de;chauffage nake. lame  na  ame.
B;;;à;la santé de q. fia aha. f   méfia  aha  wô  ! \  (Rép)  aha  neyi  na  wô  lô  ! boi  —  bor vif  du-  tu. eclat  de-    atifêfê,  atinyanui,  ati. boisé    a    yo  kple  ave,  ave  dède  son.
B;boisseau;m;;blidonu, tre, boisson    î  nunono. boîte    î    adakavi,  adakago.
B;;;aux lettres;letadaka, agbalêdodaka. boiter    vi    to  abu,  wo  afodekadeke,  to.
B;boiteux;m;;abutola, abuno.
B;bol;m;;go, kopo.
B;bombarder;vt;;da aprim de nu dzi, da tu de nu dzi.
B;bombardement;m;;tudada, aprimdada de nu dzi.
B;bombe;f;;tukpe gâ.
B;bomber;vt;;ha nu. bon   a   nyô,  nyui,  nyuie. cela  n'est-  à  rien    menyô  na  naneke  o.
B;bonbon;m;;gbetike, kpetike. bonde    î    atigonudo;  —  atigonudo  nuvi. bondir    vi    ti  kpo,  dzo  kpo.
B;bonheur;m;;dzogbenyuie, aklamâ. par-    mawuwo  (aklamâ)  îe  didi,  ta  (nyo)  dû bonhomie    î    domenyonyo,  domeîaîa.
B;bonhomme;m;;ame domenyoto.
B;bonification;f;;dododo.
B;bonifier;vt;;do nu do. bonjour  int  ndi  na  wô  (na  mî)  16;  (Rép)  ndi  goto, afe  me  de?  t souhaiter  le-  à  q.    do  ndi  na  ame,  na  ndi  ame.
B;bonne;f;;vitsola, nonala, vidzïkpola.
B;bonnement;adv;;fâ.
B;bonnet;m;;kuku. bonsoir   int   fie  na  wô  (na  mî)  lô;  (Rép)  fie  goto  ! donner  le-  à  q.    do  fie  na  ame.
B;bonté;f;;domenyonyo domenyo.
B;bord;m;;, toga to, nu, koto, kogo, ta ; — wu me. aller  à-    do  wu  me.
B;border;vt;;fo hlâ nu, fo nu to, de to de nu nu. bordure    î    nuto,  todede,  nutofofo,  kpototo. boréal    a  anyieheto. Vocabulaire bor  —  bou
B;borgne;m;;nkudekato, nkudeke.
B;bornage;m;;lifododo. borne   î   togo,  lifo;  —  liîome  kpe,  lifoti.
B;borner;vt;;do liîo na nu, de lifo.
B;bosquet;m;;avevi, ave kododo, aveko.
B;bosse;f;;kpo, kpododo.
B;bossu;m;;kpono, dokpo, glebeto. être-    do  kpo. botanie    î  numiemienununya. botte    î    nubabla,  babla,  kpo. botte    î    atigo  gâ. botte    î    afokpa,  damadui. mettre  des  -s     do  damadui  ;  do  afokpa. botte    î    fofo,  dzadza,  sisi. botté    a    dodamadui,  doafokpa. se  botter    v    do  damadui,  do  afokpa.
B;bottier;m;;afokpatola.
B;bottine;f;;afokpa nyuie.
B;bouc;m;;gbôtsui, atsu, agbo, atokui.
B;bouche;f;;nù. fermer  la-  à  q.    tsi  nya  de  ame  nu. faire  la  petite-    yo  nu,  wo  nu  tsuê. rester-  close    zi  kpi. rester-  béante    ke  nu  de  te  yâ,  wo  mo  yâ.
B;bouchée;f;;alogomedede.
B;boucher;vt;;tu nu, he nu. se-  les  oreilles    fo  asi  de  tome,  he  asi  to  me.
B;;;une bouteille;tu koke atukpa nu, tre abodiabo nu.
B;boucher;m;;lâtsola, lâwula.
B;boucherie;f;;lâtsoho, lâtsofe ; — tsotso, wuwu.
B;bouchon;m;;nutunu, nutuvi, koke.
B;boucle;f;;pesepesi, da totroe ; — nu fe vo ; — nublaga  —  adoboli  ;  —  toge, bouclé   a  pesepesi.
B;boucler;vt;;tro pesepesi ; bla nu.
B;bouclier;m;;akpohonu. bouder    vi    li  liWïliwï,  do  adâ,  yo  (do)  nkume.
B;boudeur;m;;tamesesêto, adâdola, moyola.
B;boudin;m;;blon, lâti.
B;boudoir;m;;nyônu îe home. bou  —  bou boue  î      ba,  di,  mï. se  vautrer  dans  la-   le  ba,  do  ba. trainer  q.  dans  la-    lo  di  ko  de  ame  nu,  te  ame le  ba  me. boueux   a    îodi,  bliba,  banya,  bada. bouffer    vi    vu;  —  du  nutsu,  tu  agio, bouffi    a    vu  loto,  loto,  vu  gbloto. se  bouffir    v    vu  dokui  gblotô,  wo  kodzo.
B;bouffon;m;;nudikokoewola, ahlôewola. faire  le-    wo  nu  dikokoe.
B;bouffonnerie;f;;ahatsekaka, kodidi, ahlôewowo, nu  dikokoewowo. bouffonner    vi    ka  ahatse,  wo  nu  di  kokoe.
B;bougeoir;m;;akaditi. bouger    vi  wa.
B;bougie;f;;vele, bosomi, bosomikadi.
B;bougre;m;;yakame.
B;bouillaison;f;;tsitsi, wâwâ, hoho.
B;bouillie;f;;dzogbo, gugube, akatsa, agodo, akplë. bouillir  vi      fie,  to. l'eau  bouillit    tsi  le  fiefiem. le  vin  bouillit    aha  le  fiefiem.
B;bouillon;m;;fu, flu, fluko; — lâtsi. prendre  un-    no  lâtsi. bouillonner   vi    fie,  to.
B;bouilloire;f;;\
B;bouillotte;f;;/ gaze'
B;boulanger;m;;aboloîola.
B;boulangerie;f;;abolofofe.
B;boule;f;;nu nogô, nu mligo, bol; — koe.
B;boulet;m;;tukpe.
B;boulevard;m;;mo keke.
B;bouleverser;vt;;mû nu, gblê nu.
B;boulon;m;;gameti, da.
B;bouquet;m;;sefoîobabla.
B;bouquin;m;;agbalê hoho.
B;bourbe;f;;ba. bourbeux    a    îodi,  woba,  banya,  badabada.
B;bourbier;m;;si, agbi, ba, banyigba.
B;bourdon;m;;mozola fe ati, mozoti.
B;bourdon;m;;ga gâ. 5* bou  —  bou
B;bourdon;m;;anyifomewola. bourdonnement    gbetete  hm,  wâlûlû  hm. bourdonner    vi  çli  hû,  te  gbe  hm.
B;bourg;m;;asidu, gbo. bourgade    î    asiduvi,  du.
B;bourgeois;m;;afevi, ablodevi; — dumeto. bourgeoisie    î    aîeviwo,  ablodeviwo  ;  —  dume- towo.
B;bourgeon;m;;gbo, ati îe nku, seîoîo makemake. bourgeonner    vi    tse  gbo. bourrasque    î    ya  sese.
B;bourreau;m;;blafoa, ametsola, fudela, amewula. bourrée    î  nakebabla.
B;bourreler;vt;;de îu na ame.
B;bourrer;vt;;yo nu, de nu nu me.
B;;;la pipe;de atamâ zi me. bourru    a  nlomito. bourse    î    gakotoku,  gadzradofe,  gabutu.
B;;;à;quêter gadzokotoku.
B;boursoufler;vt;;vu nu, do atse.
B;bousculer;vt;;da nu nyamanyâma, mimi ameno- eawo. bouse    î  nyimï.
B;bousillage;m;;dowowo nyamanyâma. boussole    î    tadoîeîianu,  wegoîianu.
B;bout;m;;nu, nuwuwu, nulso, sefe. à-  partant    tso  kpuiîe. au-  du  compte  mloeaba. au-  d'un  mois    le  gleti  deka  megbe. à  tout-  de  champ    enuenu,  gesiagi. venir  à-  de  qc.    wu  nu  nu,  tso  nu  nu. boutade    î    dzibibi,  dome  ve  ame. bouteille    î    atukpa,  abodiabo. boutique    i    îiase,  nudzraîe,  agbado.
B;bouton;m;;awunugbui. — gbo îoîoe garnir  un  habit  de-    de  awunugbui  awu  nu. arracher   un-      tso  awunugbui.
B;boutonner;vt;;do awunugbui. vi       ati  to  nku  ;  tse  gbo.
B;boutonnière;f;;awunugbuido.
B;bouvier;m;;nyikplola. bou  —  bra
B;bouvreuil;m;;hevi ade. bovine  (race-)  nyi. boxe    î    kgtutu,  kgdada.
B;boxer;vt;;tu ko ame, da kg.
B;boyau;m;;dgka, dgvi; dgmenuwo.
B;bracelet;m;;abgga, algnuga. mettre  un-    do  abgga.
B;braillard;m;;glidola. brailler    vi    do  gli  sesiê, braire    vi    hlô  abe  tedzi  ene.
B;braise;f;;dzohghg. bramer    vi    hlô  abe  lu  ene.
B;brancard;m;;agba, nutsgnu.
B;branche;f;;alg, algdze; akpa; dgwgna. l'arbre  a  trois  -s  :    ati  dze  etô. Parbre  pousse  des  -s  :    ati  la  le  alg  dem. branchies    îpl    alghatsa,  ahotsa  alahâtsa.
B;brandiller;m;;nyê nu.
B;;;les bras;nyê abg. brandir    da  nu,  nyê  nu.
B;;;le fouet;da atam.
B;brandon;m;;akati, akakati ; dzo. branlant    a    vCawâ,  geligeli,  vvuwu.
B;branle;m;;nyenyê, wawâ. mettre  la  cloche  en-    îo  ga. donner  le-  à  qc.    do  mo  nu,  to  nu  ggme,  dze  nu ggme. se  mettre  en-    dzra  dokui  do.
B;branle-bas;m;;momlo, tgtrg.
B;branler;vt;;Avâ, wu\vu, mû, fo, dzo. la  maison  branle    hg  le  vvawam,  (\vuv£um).
B;bras;m;;abo, alg. étendre  le-   do  abg  da,  da  abg,  kdce  abg,  vlu  abg. drê  abg. lever  le-    do  abg  de  dzi. balancer  les-    nyê  abg,  vva  abg  behebehe. se  casser  le-    ne  abgîu. se  donner  le-   do  abgge  le  azgli  zgm. jeter  ses-  au  cou  de  q.    dze  kg  dzi  na  ame. recevoir  q.  à-  ouverts    hg  ame  atû;  hg  ame  alg vee. bra  —  bri prendre  un  enfant  sur  ses-   ko  devi  de  abo  dome,
B;braser;vt;;tre ga.
B;brasier;m;;dzobibi, dzohoho.
B;brasser;vt;;blu nu, da liha, fa liha.
B;brasseur;m;;ahafala, ahadala.
B;brasserie;f;;lihadafe, lihafafe.
B;bravade;f;;adegbefofo. brave    a    wokalê,  kalêto.
B;brave;m;;kalêto, dzidefoto.
B;bravement;adv;;kalêtoe, dzidefotoe.
B;braver;vt;;tsitre de ame nu, da nya de ame gbo.
B;bravoure;f;;kalêwowo, dzidodo, nkumesesë.
B;brebis;f;;aie.
B;brèche;f;;nene, gbagbâ, noriofe. bredouiller    vi    To  nu  eme  makomako. bref    a    kpui,  mede  dzidzi  ge  o.
B;breloque;f;;nu madinui; — gaîodokui. bretelles    fpl    atawuhenu,  gbetsika,  awuhenu.
B;breuvage;m;;nunono, ahadada.
B;brevet;m;;agbalê, dasegbalê.
B;bréviaire;m;;manununola fe gbedodagbalê.
B;bricole;f;;nu madinui.
B;bride;f;;numega, sokploka. à  toute-    le  dù  dzi  kpatakpata. mettre  la-  au  cheval    do  kploka  na  so.
B;brièveté;f;;kpuikpui, kpuime, kpuiwowo.
B;brigade;f;;gbadagbaha, asrafoha.
B;brigand;m;;adzodala nuhala. bande  de  -s    adzoha,  adzodaha.
B;brigandage;m;;adzodada.
B;briguer;vt;;dzi nu vevie, ti nu yome. brillant    a    dadzo,  nyui,  miamiamia. briller    vi    klê,  da  dzo,  ko. le  soleil-    ge  le  keklêm.
B;brin;m;;aîoti, afo, ahôliti, akpa.
B;;;de;paille gbeîoti.
B;brique;f;;anyikpe. cuire  des  -s    më  kpe,  wo  anyikpe.
B;briquet;m;;dzosinu.
B;briquetier;m;;anyikpemêla.
B;briqueterie;f;;anyikpemêîe. bri  —  bro
B;brise;f;;yâ.
B;;;du;soir afeyâ.
B;;;de mer;fuyâ, îiîi.
B;brisant;m;;îutsotsoe, fu fe agbodzdze, îutsoisuiwo.
B;briser;vt;;ne, gbâ, ka nu.
B;;;un bâton;ne ati.
B;;;la porte;gbâ wotru.
B;brisement;m;;riene, kaka, gbâgbâ, dzedze. brisure    î  abidefe. britannique    a  erilisito. broche    i    nunonui,  nutonu  ;  —  konuge.
B;brocher;vt;;bla nu.
B;;;un livre;bla agbalê, do akpa îlaîlë na agbalê.
B;brochure;f;;agbalëvi.
B;brodequin;m;;afokpa.
B;broder;vt;;lô nu. broderie    î  nulolô. broncher    vi    kli  afo,  kli  nu.
B;bronze;m;;ga dzê. brosse    î    awuhuti  kplonu,  blosu.
B;brosser;vt;;kplo awu nuti, kplo nu nu kple blosu.
B;brouillard;m;;aîu. il  fait  du-    afu  le  hehém. le-  tombe    aîu    ke,  ko.
B;brouille;f;;dzrè.
B;brouillamini;m;;toto nyamânyamâ.
B;brouiller;vt;;tsaka nu ; — de dzrè ame dome, toto  nu. se  -avec  q.    do  ke  kple  ame,  wo  dzrè  kple  ame. ils  sont  brouillés    wo  dome  klâ.
B;brouillon;m;;dzrèwola; — tata. broussaille    î    avevi,  ave  kododo. brousse    î    gbeme,  ati  dodoe. allumer  la-    wo  dzogbe,  to  dzo  gbe.
B;brout;m;;do, dzedze, vi.
B;brouter;vt;;du gbe, du nu (la); du gbe le gbeme.
B;broyer;vt;;tugu, gli nu, nyi nu, nyô nu, to nu. bru    î  visrônyônu. bruire    vi    de  gbe.
B;bruit;m;;didi, zi. faire  du-  do  zi,  wo  gidigidi,  fo  nù  wunyawunya. brû  —  bul sans-    dzâ,  dzadzâdza. le-  court  que    mese  flu  be  ;  wogbloa  be,  miele sesem  be. répandre  le-    kaka  nya  de  du  me.
B;brûler;vt;;bi, bi dzo, fia nu.
B;;;d'une flamme vive;bi hê.
B;;;(les;aliments) ze fia. la  lampe  brûle    akadi  le  bibim. il  s'est  brûlé  la  main  :  efe  asi  fia,  efiâ  asi.
B;;;la cervelle à q.;fo tu ame.
B;;;le pavé;fu du sesiê. avoir  le  goût  du  brûlé  :    nu  lé  ze. se  brûler   dzo  mê  ame.
B;brûlure;f;;dzobi.
B;brume;f;;afu. brumeux    a    kplifu,  liti. brun    a    hê,  dzê.
B;brusquer;vt;;fé ame da, te ame; — wo nu kpla- kplakpla. brusque    a    nlomito,  dzodzo,  dzonudzonu. brusquerie    nlomiwowo,  kplakpladzinono  akpa. brut    a  mumu. brutal   a   vlo,  anyirato,  seriuta,  nlomito.
B;brutaliser;vt;;wo any ira le ame nu, wo funyafunya.
B;brutalité;f;;anyirawowo, nlomiwowo, riutasesê.
B;brute;f;;la; — anyirawola. bruyant    a  dzonudzonu.
B;bruyère;f;;gbeme, ati dodoe, dzogbe.
B;buanderie;f;;nunyâfe.
B;bûche;f;;atikpo ; — bometsila.
B;bûcher;m;;nakeko.
B;bûcher;vt;;kpa nu; — wo do sesiê.
B;bûcheron;m;;atitsola. bucolique    a  gbemeto.
B;buffle;m;;to, avenyi, gbenyi.
B;bugle;f;;kpe.
B;buisson;m;;gbeme, adzakpasu. buissonnier    a  gbemeto. faire  l'école  -ère    gblê  suku  di,  tsi  gbodome, suku  mademade.
B;bulbe;f;;sabala, nudodo; sabale. bul  —  cab
B;bulle;f;;fufu. — Papa îe leta gâ.
B;bulletin;m;;agbalêvi, nyadzogbalé. buraliste  (receveur-)  nudzola.
B;bureau;m;;nunloho, nuinlôkplô.
B;burette;f;;atukpavi.
B;burin;m;;pe.
B;buriner;vt;;kpa nu, kpa nu nu, flo nu me; wlo me. buse    î      bometsila,  movito.
B;buste;m;;ametatakpui.
B;but;m;;tadofe, defe, nusi ta wowo nu do, asinyi- doîe,  nudzidze. manquer  son-    da  dagbo,  da  dze  fu,  da  dzidze fu  dokpo  deîe  dede. dans  quel-    nuka  ta,  nusi  ta. buter    vi    dze  agbagba  le  nu  nu  ;  kli.
B;;;contre un caillou;kli kpe.
B;butin;m;;(chasse) adégbenu.
B;;;(guerre);aboyo, aboyonu, afunyinu. butiner    vi     lé  nu. butte    î  anyikpo. buvard  (papier-)    blotinpepa,  nunlotsiîugbalê.
B;buvette;f;;ahadzrafe. buverie    î  ahamumû.
C;buveur;m;;ahanola, ahamûla, nunola. buvable    a    si  woatenu  ano. c.  a.  d.  (c'est  à  dire)  egome  enye  be,  yenye  be- ça    p    eya,  aie,  nene,  esia.
C;;;et là;adv geadewogi.
C;ça;adv;;aîi, afisi. cabane    î    agbadp,  beho.
C;cabaner;vt;;tu agbado.
C;cabaret;m;;ahadoîe, ahadzeîe.
C;cabaretier;m;;ahadzrala. cabine    î  wumehovi. cab  —  cad cabinets    mpl    hovi,  kpoha,  afodzi,  kpohadefe.
C;cable;m;;atagbuika ; — fumenùfoka, kebel
C;câbler;vt;;nlo nu to ka me.
C;cablogramme;m;;telegram to fumeka me. se  cabrer    v    ûzo  kanda,  tsitre  de  nu  nu.
C;cabri;m;;gbôvi. cabriole    î    dzodzo,  kpotiti.
C;cabriolet;m;;tasiadam.
C;cacao;m;;koko.
C;cacaotier;m;;kokoti. cache    î  nutunu.
C;cache-cache;f;;gaglewowo, bebe, kurukuru»
C;cacher;vt;;gla nu. se  cacher    v    gla  amedokui,  bè,  do  zi. se-  sur  le  chemin  :  gla  dokui  de  mo  dzi. se-  de  q.    bè  de  ame,  do  zi  de  ame. se-  dans  la  brousse  :    bè  de  gbe  dome, se-  derrière  q.    kpa  de  ame  nu,  bè  de  ame  fe megbe.
C;cachet;m;;nkotanu, nutata de nu dzi. mettre  le-  sur  qc.    ta  nko  de  nu  dzi.
C;cacheter;vt;;tre nu (leta). cachette    î    gaglafe,  bèbèîe,  lïlï,  ha. faire  qc.  en-    wo  zanu. s'en  aller  en-    bè  dzà  dzo,  dzo  ha. en-    le  adzame,  dzâ,  bè,  le  lïlï  me.
C;cachot;m;;gaho. cachotterie    î    nuwowo  gaglame. faire  des  -s  ;    wo  zânu.
C;cachottier;m;;zânuwola. cactier,  cactus    m  srê.
C;cadavre;m;;amekuku, nukuku.
C;cadeau;m;;nunana.
C;cadenas;m;;kladoba, akrando.
C;cadence;f;;gbesosg le gbe didi gome,
C;cadencer;vt;;so gbe le gbedidi nu.
C;cadet;m;;devito, yometo.
C;cadran;m;;gaîodokui îe nkume, gafofo îe mo.
C;cadre;m;;kpototo de nu nu, ati si noa nuto. caduc    a    nu  (ho),  si  be  yèamû,  nugbâgbâ,  belie,
C;mal-;m;;kpenui, kponuikuku, ku kpenui. cad  —  câl •caducité    f    gbagbâ,  nono  belie,  mûmû  îe  modzi- nono.
C;cafard;m;;kakalaka, gbagblawudza, gbagbladza.
C;café;m;;kafe, kofi. grain  de-  kofiku.
C;caféier;m;;kofiti.
C;cafétière;f;;kofikplu, kofize.
C;cage;f;;la fe gaho, adza, hadza.
C;cahier;m;;agbalë.
C;cahoter;vt;;tu, da, dzobo, wuwu nu.
C;cailler;vt;;bla. lait  caillé    notsi  babla.
C;caille;f;;tegli.
C;caillou;m;;kpekpui.
C;caïman;m;;lo.
C;caisse;f;;adaka, gadaka.
C;caissier;m;;gadzikpola, gahela.
C;cajoler;vt;;do vivi de ame nu, wo (du) ape.
C;cajolerie;f;;vividodo de ame nu, apeyoyo, apedudu (wowo).
C;cajoleur;m;;apewola, apedula, apeyola.
C;calamité;f;;dzogbevôe, nyavôe.
C;calciner;vt;;mê nu, fia nu.
C;calcul;m;;akontabubu. se  tromper  dans  le-    da  akontabubu.
C;;;mental;tamekontabubu.
C;calculer;vt;;bu akonta.
C;cale;f;;to, futa ; — vJu fe kpo, (domeho), v£u gome,
C;cale;f;;anukofo.
C;calebasse;f;;tre, akpaku, gô.
C;calèche;f;;tasiadam.
C;caleçon;m;;godui, godoe, awute 'tawui, agboté.
C;calembour;m;;ahaisekaka, je  le  ferai  aux  calendes  grecques  :    ne  koklowo to  adua,  ma  woe.
C;calendrier;m;;nkekegbalê.
C;calepin;m;;agbalêvi.
C;caler;vt;;de ati nu te; — glâ nu.
C;calice;m;;kopo, akongui *kokoe.
C;câlin;m;;apewola, apeyola, apedula. câl  —  can
C;câliner;vt;;do vivi de ame nu, yg ape, du ape. calleuse  (avoir  la  main-)    asi  do  akpa. callosité    î   akpadodo,  akpa.
C;calme;m;;yâlele; — dzigbodi, dodui zizi. calme    a    îaîe,  zikpi,  kpô.
C;calmer;vt;;fa dome na ame, ko mo na ame. se  calmer    v    gbo  de  me,  gbo  dzi  di.
C;calomniateur;m;;amegomezola, amenulïla, ameîi- dzula,  amenkogblêla. calomnie    î    ameriulili,  amegomezozo,  amenkogbe- gblê.
C;calomnier;vt;;lï ame nu, gblo ame nya, fi ame dzu,  wo  apasa,  gblê  ame  nko.
C;calorifère;m;;kpo.
C;calvitie;f;;tabebe, koko.
C;calquer;vt;;ta nu de nu me.
C;camarade;m;;hati, havi, amenutinola, ameha.
C;;;de voyage;mozohavi, holômozola.
C;;;d'école;sukuhavi. camaraderie     î  hadede.
C;cambriolage;m;;kpodzede, adzodada.
C;cambrioler;vt;;da adzo, ne de ho me.
C;cambrioleur;m;;adzodala, kpodzela, fiafito. cambuse    î  nudzradofe.
C;caméléon;m;;agamâ, litsa. camelote    î    nu  manyômanyô,  nu  dzodzro.
C;camion;m;;keke, tasiadam.
C;;;automobile;lorry, tsokeke.
C;camp;m;;asadabo e, asada me. asseoir  un-  *  do  asada,  bo  asada. lever  le-    tu,  vCu  asada.
