section;entree;nature;sous_entree;traduction_ewe
P;;;q. de qc*;do nu na ame, na nu ame
P;pousse-pousse;m;;keke
P;pousser;vt;;tu asi nu, tu nu da, te nu, to nu, sisi nu, mimi nu
P;;;dehors;te nu do gui
P;;;en avant;do nu de ngo
P;;;de côté;te nu, mimi nu, kpasa nu da
P;;;des cris;to gli
P;;;des dents;to adu
P;;;des soupirs;de hû, fa hu
P;;;des feuilles;to angbawo
P;;;q. à qc.;ble ame de nu me, na wo be
P;poussière;f;;wuwu, wuwudedi, fufu
P;poussin;m;;koklovi
P;poutre;f;;ati, dadedzi, aplati
P;pouvoir;m;;riusê, nutete avoir q* en son-du ame dzi
P;pouvoir;vt;;te nu, nya nu, fo nu
P;prairie;f;;gbetefe
P;pratique;f;;wowo, konuwowo, konu
P;pratique;f;;asiflelawo
P;pratiquer;vt;;wo nu, srô nu, nyi ko
P;;;une opération;kpa dgng fe nutilâ
P;pré;m;;gbeteîe
P;préambule;m;;kpokployideme, nyanudede
P;préau;m;;sukuhonu
P;précéder;vt;;dze ngo, no ngo
P;;;q*;du ame dzi, dze ngo na ame
P;précepteur;m;;nufiala
P;précepte;m;;sedede, nuîiafia
P;prêcher;vt;;gblo nya
P;;;la parole de Dieu;gblo mawunya
P;;;q.;hlô nu ame
P;;;les gentils;gblo mawimya na trôsubolawo
P;précipice;m;;abu, aga
P;précipiter;vt;;tutu ame îu anyi, lo nu
P;;;ses pas;tso aîo, de abla
P;préciser;vt;;gblo nu tututu
P;préconiser;vt;;kafu nu na ame
P;précurseur;m;;ngonola
P;prédécesseur;m;;ngonola
P;prédestiner;vt;;tia ame da di
P;prédicant;m;;protestantetowo îe nyagblola
P;prédicateur;m;;miawunyagblola
P;prédire;vt;;ka afa, gblo nu di
P;préférence;f;;nulolô wu
P;préférer;vt;;lô nu wy, kafu nu wu bubiu
P;préfet;m;;dzidula
P;préfinir;vt;;do nu di
P;préjudice;m;;gbegblê, nuveveewowo
P;préjugé;m;;îigogbefiatsotso
P;prélat;m;;mawununolagâ
P;prélude;m;;nyanudede, nudzitoto
P;préméditation;f;;tamebubu
P;préméditer;vt;;bu de nu nu
P;premier;m;;gbâto, tato
P;premièrement;adv;;gbâla
P;premier-né;m;;ngogbevi, wudonu
P;prémunition;f;;dzadzrado
P;prendre;vt;;tso nu, de nu, ho nu
P;;;garde;kpo nyuie, do to nu
P;;;à cœur;ho nu de dzime
P;;;son temps;lala, dzo
P;;;Phabitude;dze nuwowo
P;;;les armes;kpla awawonu
P;;;une forteresse;ho mô
P;;;q. au corps;lé ame
P;;;la place de q.;ho ame tefe
P;;;q. pour;bu ame be
P;;;la fuite;si, dzo
P;;;un logement;ge ho
P;;;la parole;gblo nya
P;;;ses précautions;dzra do di
P;;;des renseignements;bia nu ta se, do nu gome se
P;;;des renseignements sur q.;do ame gome kpa (se)
P;;;une résolution;do tame
P;;;sa source;dze gome
P;;;jour;do nkeke da di
P;;;patience;gbo dzi di
P;;;de la peine;dze agbagba
P;;;plaisir à qc.;kpo dzidzo le nu nu
P;;;q. en affection;va lô ame
P;;;q. en pitié;ve ame nu
P;;;q. pour dupe;flu ame
P;;;q. en faute;tu ame kodï
P;;;q. au dépourvu;fiti ame, tso ame do
P;;;Pair;ho yâ
P;;;du café;no kafe
P;;;un repas;du nu
P;;;du repos;gbo de eme
P;;;de l'âge;du amegâ, tsi, do hoho
P;;;une maladie;lé do
P;;;qc. sur soi;ho nya de ako na ame
P;;;à ferme;ge anyigba
P;;;le dessus;du ame (nu) dzi
P;prénom;m;;Mawutsideta fe nko, Kristoto nko
P;préparatif;m;;\ dzad7rado
P;préparation;f;;/ azaazrado
P;préparer;vt;;dzra nu do
P;préposer;vt;;do ame de nu dzi
P;prérogative;f;;mokpokpo, nusêkpokfo
P;près;adv;;le nu gbo, le nu nu
P;;;de;le kpuife
P;présage;m;;dzesi. 20* pré — pré
P;présager;vt;;fia nu si le dzodzo ge
P;presbytère;m;;mawununola îe ho
P;prescrire;vt;;do nu, de se
P;présent;m;;nunana
P;présent;m;;fiîinoli
P;présentation;f;;nudodo ame îe nkume
P;présenter;vt;;do nu, kpe nu na ame
P;;;q. à q.;kplo ame fia ame, do ame ame îe nkume
P;;;ses hommages à q.;do gbe na ame, da ase na ame
P;préserver;vt;;de nu da le nu gbo
P;président;m;;nunola, ngonola, tato
P;présider;vt;;no ngo
P;presque;adv;;klo, esuso vve, ekpoto viade
P;;;(joint à un verbe);de
P;presser;vt;;te nu, miâ, nyâ, nyê nu, zi nu
P;;;q.;de questions
P;;;q. dans ses bras;kpla asi ako na ame, lé ame de ako
P;prestige;m;;bubukpokpo, moîlunu
P;présumer;vt;;susu, bu be
P;présupposition;f;;susu, buibu be, dada
P;pressurer;vt;;nyê nu
P;prêt;m;;gege
P;prétendre;vt;;to nya
P;prétention;f;;didi, nuhohofuako
P;prêter;vt;;ge nu, ba nu, gba nu, do nu na ame
P;;;de l'argent;do ga
P;;;secours à q.;kpe de ame nu
P;;;attention à;do to ame
P;;;serment;ka atam
P;prêteur;m;;nugela, nudola
P;prétexte;m;;adanudoe
P;prêtre;m;;mawununola, osoîo, trônu
P;grand-prêtre;m;;mawununola, gâ
P;preuve;f;;dodokpo, nugomewuwuîia
P;prévenir;vt;;tre, dze ame ngo wo nu
P;;;q. de qc.;do du de ame
P;prévoir;vt;;dzesi da di
P;prier;vt;;do gbe da
P;;;Dieu;do gbe da na Mawu
P;;;q. de qc.;bia nu le ame si
P;;;q. de faire qc.;de kuku na ame be
P;;;instante;kukudede, aîolélé
P;prieur;m;;sadagaho îe amegâ
P;primat;m;;episkopo gâ
P;prime;f;;ndigbedododa
P;prince;m;;amegâ, fia, fiavi
P;principe;m;;nutsofe, dzoîe, tsoîe
P;printemps;m;;ada, adame
P;;;d'habit;mawununolawo fe awuhoho
P;;;en considération;nkulélé de nu nuti, nuiélé de tame
P;priser;vt;;bu nu, do asi
P;priser;vt;;do asrâ, gu asrâ
P;prison;f;;gaho
P;prisonnier;m;;gahomenola, gameto, prisina
P;priver;vt;;rio nu le ame si, ho nu kple sesê
P;;;q. de nourriture;te nududu ame
P;privilège;m;;vide, mokpokpo
P;privilégier;vt;;lô ame wu
P;prix;m;;asihoho, asi
P;prix;m;;îetu', adzo, nunana
P;probablement;adv;;dewohi, anye
P;problême;m;;akontabubu
P;procédé;m;;wowo, dokuilele
P;procès;m;;nyadodro, wonu
P;prochain;m;;afelika, ahadzinola, ameha, npvi
P;prochainement;adv;;etefe medzidzi o, nyitsonyitso
P;proclamation;f;;gbefadede, gadodo
P;proclamer;vt;;do ga, do du, de gbe îa
P;procréer;vt;;dzi vi
P;procurer;vt;;he nu ve, île nu
P;procureur;m;;belela
P;prodige;m;;nukunu
P;prodiguer;vt;;da ahe, gblê ga
P;produire;vt;;wo nu, wa nu
P;produit;m;;nuwowo
P;profaner;vt;;gblê ko do na nu, wo nu mako-mako
P;proférer;vt;;gblo nu
P;;;des injures;do edinu na ame
P;professer;vt;;wu nu mg, ka de nu dzi
P;professeur;m;;nufiala
P;profession;f;;nyawmvu
P;;;de;foi hosemewuwu
P;profit;m;;vide, vi
P;profusion;f;;ahedada nu
P;programme;m;;kaklâgbalê, nudogbalê
P;progrès;m;;ngoyiyi, zodede
P;progression;f;;rigoyiyi
P;prohiber;vt;;he mo na nu, gbe nu
P;prohibition;f;;mohehe, gbegbe, nyagbegbe
P;projet;m;;tamedodo
P;projeter;vt;;do tame, susu
P;prologue;m;;ngodzenya, rigogbenya prolongation î kekeme numehehe
P;prolonger;vt;;didi nu de dzi, wo nu wôadzidzi de dzi
P;prolongement;m;;didiwowo de dzi
P;promeneur;m;;tsadila
P;promettre;vt;;do nugbe, fia adzogbe, sa gbe
P;promontoire;m;;îutato
P;promoteur;m;;nuwola, nudola
P;promouvoir;vt;;he nu yi ngogbe, do nu de dzi
P;promulguer;vt;;do ga, de gbe îa
P;prône;m;;mawunyagbogblo
P;prononcer;vt;;gblo nya, to nu
P;propagation;f;;nyakaka
P;;;de;la foi hosetakeke
P;propager;vt;;kaka nya
P;propension;f;;dzodzro
P;prophète;m;;nyagblpdito, nyagbloladi
P;prophétie;f;;nyagblodi
P;prophétiser;vt;;gblo nya di
P;propitiation;f;;avulele, nudodo
P;propos;m;;taniedodo, nyagbogblo
P;;;malveillant;sakplisasa, apasawowo
P;proposer;vt;;do nya na ame
P;propriétaire;m;;nuto, nukpola
P;;;foncier;anyigbato
P;prorogation;f;;hehe de megbe, geyigidodo
P;proroger;vt;;tso nya do nkeke bubu dzi
P;proscrire;vt;;nya anie le ame de
P;prosélyte;m;;amesi yi ha bubu me
P;prospérité;f;;gakpokpo, dzogbenyuie
P;prostituée;f;;matre, gbolo, dzakasi, hampo
P;prostiiution;f;;matrewowo, ahantawowo
P;prostration;f;;gbodzogbodzo
P;protecteur;m;;takpola
P;protection;f;;takpokpo
P;protectorat;m;;takpokpo
P;protéger;vt;;kpo ame ta
P;protestant;m;;protestanteto
P;protestation;f;;tsitretsitsi de nu nu
P;prouesse;f;;kalêwowo
P;prouver;vt;;do nu kpo, fia nu kote, de nu fia^
P;provenance;f;;dzodzome
P;proverbe;m;;lododo
P;providence;f;;takpokpo, belele
P;province;f;;anyigba fe akpa ade
P;provision;f;;belele
P;provocation;f;;nudiadia, nyadada de ame gbo
P;provoquer;vt;;dzi ge ame no, ku dzi na ame
P;pruneau;m;;kutsetse ade
P;public;m;;duko, amewo
P;publicain;m;;nudzola, adzohola
P;publication;f;;gbefâdede
P;publier;vt;;de gbe îâ, do kpo
P;;;au son du tambour;do ga be ... , îo atopani
P;puis;adv;;einegbe la
P;puiser;vt;;ku nu, ku tsi
P;puits;m;;vudo, to, tome tsidzidzi, tsidzofe
P;pulpe;f;;kutsetse îe là
P;pulveriser;vt;;mê nu wluiwlui
P;punir;vt;;he to na ame, tu îevô na ame
P;pupitre;m;;nunlokplô
P;purgation;f;;dometsatsra
P;purgatoire;m;;nutiklodzo
P;purger;vt;;klo nu
P;purification;f;;koklo, nutikoklo
P;purifier;vt;;klo nu, tutu nu, sia nu, ko nu nu
P;purin;m;;mïtsi, adudo
P;pus;m;;abitsi, abimetsi, ahodrô, tsi
P;pusillanimité;f;;vovô
P;pustule;f;;îoîoe, adi, nuvôe
Q;pygmée;m;;ame kpui, gezele, akotia. <jiuai m wudzeîe
Q;qualification;f;;riusêkpokpo, nutete, nonomefiafia
Q;qualifier;vt;;do husê ame, fia nu îe nonome
Q;qualité;f;;nonome, nyonyo, nane îe nyenye
Q;quand;adv;;gekagi, geyigi si
Q;quantième;m;;gleti fe nkeke
Q;quantité;f;;àgbgsosg, lolome, nane îe hehlême
Q;quart;m;;miniti wuiatô
Q;quartier;m;;gbgta
Q;quartz;m;;kpetsu
Q;quelquefois;adv;;geadewogi, gbeadewogbe
Q;quelqu'un;pr;;ame ade
Q;quereller;vt;;wo dzrè kple ame, he nya, tso anuku
Q;questionner;vt;;bia nya, bia ame se
Q;qui;pr;;ameka
Q;quiconque;pr;;amesiame, amesike, ame ade
Q;quiétude;f;;fafa
Q;quille;f;;fefenu, atigbo, gbo
Q;quille;f;;wugome, wu îe kpo
Q;quinine;f;;asrâtike, kinin
Q;quintessence;f;;tù
Q;quittance;f;;dasedigbalê, dasegbalê
Q;quitter;vt;;gblê nu di, de asi le nu nu, de nu da
Q;;;un emploi;de dokui da le nu me
Q;;;le;lit fô
Q;;;un lieu;wu (wu le Lome yi Aneho.)
R;quoi;pr;;nuka, nusi
R;rabais;m;;asidede, dzidede
R;rabaisser;vt;;de nu dzi
R;;;les prix;de asi dzi
R;;;Porgueil de q.;bobo ame de anyi
R;rabattre;vt;;didi nu, de nu dzi
R;rabot;m;;atikpaîi, atimêfi, atikpanu
R;raboter;vt;;kpa ati, zrô, îlo nu nu
R;racommodage;m;;nukâkâ, avokâkâ, nudzadzrado
R;racommoder;vt;;ka nu, do nu do, tsri
R;raccord;m;;dekawowo, nubabla
R;raccorder;vt;;kpe nu, sa ko
R;raccourcir;vt;;wo nu kpuie, gbo kpui nu, de nu di, kpa nu ta
R;raccrocher;vt;;gaku nu de nu nu, gatsi nu
R;rachat;m;;amedede, gatsoléafo, — nugbugofle
R;racheter;vt;;tso ga lé aîo na ame
R;;;q.;ho ame, de ame
R;râcler;vt;;îla nu, îlo nu, kuko nu
R;raconter;vt;;gblo nya fia ame, hlê nya fia, to nya
R;;;qc. en détail;fo nya me dekadeka
R;raconteur;m;;gblola, tola, nyatola
R;rade;f;;wudzeîe
R;radeau;m;;todzizoti, \vu
R;radicule;f;;akulsa, ke sue
R;radis;m;;amâ de
R;radotage;m;;îânyagbogblo
R;radoteur;m;;lânyagblpla
R;radoucir;vt;;fa nu nu, tsi nu nu
R;radoucissement;m;;fafa
R;rafale;f;;ahomu
R;raffermir;vt;;do nusê de dzi
R;rafle;f;;adzodada
R;rafraîchir;vt;;fa ko na ame, wo nu fafe, na gbo-dzoe
R;rafraîchissement;m;;gbodeme, dzidede, fafa
R;rage;f;;adâ, nyanyrâ, adâwowo
R;ragoût;m;;nududu, akplê
R;raideur;f;;tidzedze
R;raidir;vt;;lia nu, lio nu
R;raie;f;;fli, flu, flui
R;rail;m;;gati^ anyigbawumoti
R;railler;vt;;du fewu le ame nu, ka ahatse le ame nu
R;raillerie;f;;alomedede, fewududu, ahatsekaka, ame-koko
R;railleur;m;;alçmedela, ainekola
R;raisin;m;;vêkutsetsekpo
R;raison;f;;gomesese
R;raisonnement;m;;tamesusu
R;raisonner;vt;;-f vi, bu tame
R;rajuster;vt;;gadzra nu do
R;râle;m;;hlilidodo
R;rallier;vt;;gbugbo îo îu
R;rallumer;vt;;gado dzo, gasi dzo
R;ramage;m;;ka, seîoîo
R;ramasser;vt;;îo nu eîu, îo nu, lo nu, ko nu, ha nu
R;rameau;m;;alodze, adeîô
R;ramener;vt;;gbugbo nu va
R;ramer;vt;;de wu ame
R;rameur;m;;vvukula, wukuvi
R;ramollir;vt;;de nu tsi
R;rampe;f;;atrakpuisileîe
R;rançonner;vt;;bia gatsoleaîoho (amedehoj
R;rancune;f;;hlôdzidzi, adika, dzibibi, kelélé
R;rang;m;;akasa, dodo, ka
R;ranger;vt;;do nu de akasa nu, do nu de teîe
R;ranimer;vt;;gbo agbe ame, nyê nu
R;rapétisser;vt;;de nu le nu me, kika nu ka
R;rapiécer;m;;do nu do, ka nu
R;;;un habit;ka avo
R;rappel;m;;yoyo
R;rappeler;vt;;yo ame gbugbo, ve, yo ame tro va
R;;;q;de ame nu me
R;;;qc. à q.;do nu nu na ame
R;rapport;m;;nyatakaka, riutinyagbogblo, nyatoto
R;rapporter;vt;;ka nya ta, gblo nutinya
R;;;une loi;tu se
R;rapporteur;m;;sakplito, sakplisasa, sakplisala
R;rapprocher;vt;;tè nu de nu nu
R;rapt;m;;amesisi, amefifi
R;rareté;f;;ziaziâ, hiâtutu, nu veve
R;raser;vt;;lu gè na ame
R;rasoir;m;;gèlûhe, sewpyi
R;rassasiement;m;;îodidi, îododo
R;rassasier;vt;;di îo na ame, do îo na ame
R;rassemblement;m;;îuîoîo, takpekpe
R;rassembler;vt;;fo nu îu, tso nu fo îu
R;rassurer;vt;;îa dzi na ame, de dzi elo na ame
R;rat;m;;alegeli, aleli, kiti, golo, dzaka, zâto
R;râteau;m;;lâkleîe, gaha
R;râteler;vt;;tso lâkleîe lo anyigba, wo do kple gaha
R;rater;vt;;da îu anyi, da îu, bç
R;râtelier;m;;lânudunu
R;ratière;f;;alegelizâ, alegelimô
R;ratifier;vt;;li ke de nu dzi, do kpe nu dzi
R;ratisser;vt;;îla nu, îlo nu le nu riu, kuko nu
R;rattacher;vt;;gabla nu, ga gbugbo bla nu
R;rattraper;vt;;ho nu, tu, kpe nu, galé ame
R;rature;f;;îli
R;raturer;vt;;te fli de nu me
R;ravage;m;;gbegblê, tsyotsvrô
R;ravager;vt;;gblê nu, tsyrô nu. Vocabulaire 21 rav — réc
R;ravaler;vt;;bobo nu
R;ravin;m;;agame, we, a^lime
R;ravir;vt;;wli nu ame si, da adzo
R;;;(enchanter);du lame na ame, dze ame nu
R;ravissement;m;;vivisese, dzidzokpokpo
R;raviver;vt;;gbo agbe ame, nyë
R;;;le îeu;îlo dzo do, do îuîu de dzo
R;ravoir;vt;;gaho nu, gbugbo nu ho
R;rayer;vt;;si nu, si nu kpiekpie
R;rayon;m;;keklê, getotoe
R;;;de miel;anyigba, anyihe
R;réaliser;vt;;wo nu blibo, wo nu de nu
R;rebaptiser;vt;;gade mawutsi ta na ame
R;rebâtir;vt;;gatu ho
R;rebattre;vt;;gaîo nu
R;rebelle;m;;aglâdzela
R;rebord;m;;to, nu, koto, rebrousser (chemin) tro gbo, gbugbo va
R;rebut;m;;nu gbegblê
R;rebuter;vt;;gbe ame, tsri ame
R;;;q.;nyâ ame da, te ame da
R;recèlement;m;;nugagla
R;recéler;vt;;gla nu, wlo nu
R;receleur;m;;nuglala
R;récemment;adv;;nyitso, eteîe medidi o
R;recensement;m;;dukg îe hehlême, nu hehlêkpo
R;recenser;vt;;îilô dukowo ïe hehlême
R;recenseur;m;;hlêla
R;réceptacle;m;;fufofe, takpeîe
R;receveur;m;;nuhola, nudzoîa
R;recevoir;vt;;ho nu, kpo nu
R;;;le baptême;ho mawutsideta
R;rechange;m;;teîedodo
R;;;d'une maladie;gâ le dolélé me
R;recharger;vt;;gbugbo gakpe awa
R;;;un fusil;gasika tu
R;;;une voiture;gatso liu de tasiadam me
R;réchauffer;vt;;gaîu dzo, haha dzo nu
R;;;des aliments;do nududu dzo dzi
R;;;q.;de dzo lâme na ame
R;recherche;f;;nu me dzodzro, dodokpo
R;rechercher;vt;;dzro nu me, bia nu ta, ti nu yome
R;;;q.;bia ame ta se, do ame gortie kpp
R;;;une fille en mariage;bia nyçnuvi ta
R;récif;m;;tomekpe, akpâ
R;récipient;m;;nudzradonu, ganu
R;réciproquement;adv;;tso akpa eve
R;récit;m;;nyatoto, gli
R;réciter;vt;;gblo nya, hlê nu tso tame
R;réclamation;f;;haha
R;réclamer;vt;;de deklemi, bia nu ta
R;réclusion;f;;gahomedede
R;écognition;f;;sidzedze. 21* rec — rec recoin ni bebefe
R;recoller;vt;;gadrê nu, gatre nu
R;récolter;vt;;rie nu, de nu
R;recommander;vt;;kaîu ame na ame
R;;;qc. à q.;de nu asi na ame, kafu nu na ame
R;recommencer;vt;;gbugbo dze gome, récompense î fetutu, adzo, tefedodo, nunana
R;récompenser;vt;;na nunana, na fetu, do tefe, he îetu nyuie
R;recompter;vt;;hlê nu kpo
R;réconcilier;vt;;lé avu, kpata ame, do nu na ame
R;réconfort;m;;akoîafa, riusêdodo
R;réconforter;vt;;fa dzi na ame, do riusê ame
R;reconduire;vt;;kplô ame do da, do ame da le mo dzi
R;reconnaissance;f;;akpedada, sidzedze, dodokpo
R;reconnaître;vt;;dze si ame, bia nu ta se, \vu me
R;;;qc.;lô de nu dzi
R;reconstituer;vt;;do nu do, dzra nu do
R;reconstitution;f;;dododo, dzadzrado
R;reconstruire;vt;;gbugbo gatu ho se
R;recourber;vt;;glô nu, bi, bo, hâ nu goba, nyê nu
R;;;à q.;si ame tso
R;recours;m;;sietsoîe, sisife
R;recouvrement;m;;felïlï, nugbugbokpo, nugbugboho
R;recouvrer;vt;;gaho nu
R;;;une somme;lï îe ame
R;;;la santé;haya, ka de me
R;;;les sens;do ame me
R;récréation;f;;gbogbodeme, didideme
R;recréer;vt;;gawo nu
R;recruter;vt;;tso awa
R;recteur;m;;kplola, sukugâ îe nuîiala gâ
R;rectifier;vt;;do nu do
R;rectum;m;;anlome, miefime, kplê
R;reçu;m;;nuhodasegbalê
R;recueillir;vt;;fo nu, ho nu, îo nu efu
R;;;une succession;du dome, nyi dome
R;recul;m;;megbedede, megbeyiyi
R;reculer;vt;;do nu de megbe
R;récupérer;vt;;gaho nu
R;récurer;vt;;klo nu, kpala nu
R;récusation;f;;nugbegbe
R;reddition;f;;tsoiso de asi, tanana. Rédempteur m Delà, Hpla
R;redevance;f;;adzo
R;rédiger;vt;;rilo nu
R;redingote;f;;dziwui gâ
R;redire;vt;;gagblo nya, avoir qc
R;redonner;vt;;gana nu
R;;;du courage à q.;gade dzi eîo na ame
R;redoubler;vt;;gadzi nu de dzi
R;redoute;f;;akpohonu, tavvligli
R;redouter;vt;;vô nu
R;redressement;m;;nudododo. 322 red — reî
R;redresser;vt;;do nu do
R;;;q.;ka mo na ame
R;réduction;f;;wêwpwo
R;réduire;vt;;gbugbo nu de megbe
R;;;(rendre plus petit);wo nu wôazu sue alo wë
R;;;(diminuer);de nu le nu dzi
R;;;(changer);tro nu
R;;;en poudre;mê nu kakekake, tu nu wôazu wo
R;;;(vaincre);du nu dzi, te ame de anyi
R;réduit;m;;hovi
R;réédifier;vt;;gbugbo gatu ho
R;refaire;vt;;gawo nu
R;réfection;f;;nududu
R;réfectoire;m;;nuduho
R;référence;f;;totro de nya gbo (nuti)
R;référer;vt;;tro de nu gbo (nuti)
R;réfléchir;vt;;susu tame, dè nugblë, de ta anyi
R;refléter;vt;;da dzo
R;réflexion;f;;tamebubu, riugblëdede, nunutibubu
R;;;d'une image;luwo, nonometata
R;reflux;m;;fumiemie
R;refondre;vt;;tro nonome
R;refonte;f;;nonometotro
R;réformateur;m;;nugbegblêdolado, nudolado
R;réformation;f;;dododo
R;réforme;f;;dododo
R;réformer;vt;;do nu do, dzra nu do
R;refouler;vt;;do nu de megbe, tu asi nu de megbe, tutu
R;;;Pennemi;nya futowo, té futowo
R;refrain;m;;hadzidzi îe akpa si wogbugbo dzina
R;refréner;vt;;he nu de megbe
R;réfrigérer;vt;;fa nu, dzro nu
R;refroidir;vt;;îa nu, wo nu fafe
R;refroidissement;m;;wodi, vuvo
R;refuge;m;;sietsofe
R;refus;m;;gbegbe, nuteame
R;refuser;vt;;gbe nu na ame, tè nu ame
R;;;de travailler;gbe dowowo
R;réfuter;vt;;tsi tre de nya nu
R;regagner;vt;;gaho nu, gakpo nu
R;;;ses;foyers gbugbo yi aïe
R;régal;m;;kplôdodo, aglotutu
R;régaler;vt;;wo amedzro na ame, do kplô na ame
R;;;q. de qc.;do dzidzo na ame kple nane
R;regard;m;;kpokpo, nkulélé de nya nu
R;regarder;vt;;kpo nu, kpo nu da, lé nku de nu dzi
R;;;(concerner);di, ga, hiâ, ka ame, tso ame gbo
R;;;bouche béante;kpo nu yâ
R;;;en arrière;nyê ko, kpo megbe
R;;;fixement;kpo nu dû, kpo nu ho
R;;;furtivement;fi nu kpo
R;;;de tous côtés;tsâ nku (mlamlamla, lialialia)
R;;;devant soi;kpo rigo
R;;;q. en pitié;kpo ziâ (hiâ) na ame
R;;;q. de haut;da de ame dzi
R;régence;f;;fiadudu, dzidudu
R;régent;m;;dzidula, fiadula
R;régénération;f;;gbugbogadzi, yeyewowo
R;régénérer;vt;;wo nu yeye, gbugbQ gadzi nu
R;régicide;m;;fiawula
R;;;(cheval);da afokli
R;régime;m;;dzidudu, dodo
R;régiment;m;;gbadagbawo fe ha
R;région;f;;nutowo me, anyigba fe akpa
R;régir;vt;;du nu dzi
R;régistre;m;;agbalê, nkogbalê, rikoyogbalê
R;règle;f;;dodo, sé, mo
R;règlement;m;;sé, dodo
R;;;de;compte numebubukpo
R;réglementer;vt;;do nu, de sé
R;régler;vt;;do nu do, do nu
R;;;un compte;bu nu kpo, bu nu me kpo
R;;;un différend;lé avu
R;;;une affaire;fo nya ta
R;réglisse;f;;gbetike
R;règne;m;;fiadudu
R;;;(maladie);do gbâ de du me
R;regret;m;;vevedodo
R;regretter;vt;;nu ve ame, fa konyi de nu ta
R;;;ses péchés;nuvôwo ve ame
R;régulariser;vt;;do nu, so nu kple se
R;régularité;f;;dodo le sé nu, soso
R;rehausser;vt;;ko nu de dzi, do nu de dzi
R;réimprimer;vt;;gâta agbalê
R;reine;f;;fiasrô, nyônufia
R;réinstaller;vt;;gado anyi, li
R;réintégrer;vt;;gado anyi
R;;;q. en prison;gade ame gaho me
R;réitérer;vt;;gbugbo wo nu
R;rejet;m;;gbegbe
R;rejeter;vt;;gbe nu, tso nu îu gbe
R;;;Pennemi;nya futowo
R;;;la faute sur q.;mli nya da de ame dzi
R;rejeton;m;;do, alo, dzedze
R;rejoindre;vt;;kpe nu, tsia nu, wo deka
R;réjouir;vt;;do dzidzo na ame
R;;;aux dépens de;du îewu le ame nu
R;réjouissance;f;;dzidzokpokpo, agbedudu
R;relâchement;m;;nudedi, gbodzogbodzo
R;relâcher;vt;;dzobo, gudu, botsoi
R;;;q.;de asi le ame nu, de ame gahome
R;relater;vt;;gblo nya fia
R;relation;f;;gbogblo, nyatakaka
R;reléguer;vt;;nyâ (ame le anyigba dzi)
R;relever;vt;;gaîo nu de tsitre, gako nu de dzi
R;;;le courage de q.;de dzi eîo na ame
R;relier;vt;;gabla nu
R;relieur;m;;agbalêblala
R;religieux;m;;sadagahomenola, sadagato
R;religion;f;;mawusubosubo, konu
R;reliquaire;m;;nugblëdi kokoe îe adaka nyuie
R;relire;vt;;gahlë nu
R;remanier;vt;;do nu do, gaka asi nu nu
R;remarquer;vt;;kpo, dze si
R;remblai;m;;anyikpo, kpo koko legbê
R;rembourrer;vt;;îe avo de nu dzi, de golo nu, de nu nu me
R;rembourser;vt;;gbugbo na nu, gbugbo tu îe
R;remède;m;;atike, amedenu, nusi do nu do
R;remercîment;m;;akpedada
R;remercier;vt;;da akpe na ame
R;remettre;vt;;gado nu anyi, tso nu de asi na ame. • qc
R;;;qc.;he nu de nkeke bubu dzi
R;;;q.;îa dzi na ame
R;;;le cœur à q.;de dzi eîo na ame
R;;;son habit;gado awu
R;;;qc. en mémoire à q.;do nku nu dzi na ame
R;remiser;vt;;tso nu de akpata me
R;;;des;péchés nuvôwotsotsoke
R;remonter;vt;;gayi dzi
R;;;une montre;tro gaîodokui, na ka gaîodokui
R;;;à cheval;gado so
R;remorquer;vt;;he wu
R;remoudre;vt;;gagbâ bli, ganyô bli, gatu wo
R;rémouleur;m;;kapenyrela, henyrela, nunyrela
R;remous;m;;adawla, libla, adawu
R;rempart;m;;anyikpo
R;remplacer;vt;;do teîe na nu, ho de ame tefe
R;;;se remplacer;v doli teîe, dudo teîe
R;remplacement;m;;teîehoho
R;remplir;vt;;yo nu, wo nu blibo, flo nu, Ho nu
R;;;la place de q.;no ame tefe
R;;;sa promesse;wo de nya dzi
R;;;la;fumée remplit la maison, dzudzg ho la me
R;remporter;vt;;Isg nu yi, de nu da
R;;;la victoire;du nu dzi, du dzi
R;remuer;vt;;wa nu, blu nu
R;;;les esprits;to zi
R;;;la queue;nyê asike. (se) remuer wa, wa dokui
R;rémunérer;vt;;na îetu
R;;;à;la vie haya
R;renard;m;;abe, abei, woglâ, watakle
R;renardeau;m;;abevi
R;rencontre;f;;kpekpe, gododo, anyididi
R;rendement;m;;vide, wâwâ
R;;;des;champs agblemenu
R;rendez-vous;m;;takpekpe
R;rendre;vt;;gbugbo na nu, tso nu de asi na ame
R;;;la liberté à q.;de ame le ga me
R;;;la vie à q.;ho ame de agbe
R;;;compte;to nya, tsi nya
R;;;grâces;da akpe
R;;;témoignage;di dase le nu (ame) nu
R;;;visite à q.;kpo ame da
R;;;q. heureux;do dzidzo na ame
R;;;le;dernier soupir ku
R;renégat;m;;godzela, aglâdzela, — hosegbela
R;renfermer;vt;;ha nu, de to de nu nu
R;renforcer;vt;;do nusê de dzi
R;renfort;m;;dzidzi de dzi
R;renîment;m;;nusesê nugbegbe
R;renier;vt;;sê nu le nu nu, gbe nu (ame)
R;;;sa foi;gbe hose, renifler vi, gbo wê se
R;renifler;vt;;wê nu se
R;renne;m;;la ade
R;renom;m;;riko, rikohoho, nyonyo de du
