section;entree;nature;sous_entree;traduction_ewe
C;contraindre;vt;;zi ame dzi
C;contrainte;f;;dzizizi
C;contrairement;adv;;bubui
C;contrarier;vt;;de deklemi, tsitre de ame fe nya riu, ve
C;contrariété,;f;;domeveve, amenudiadia
C;contraste;m;;tsitretsitsi de nu riu
C;contract;m;;apa, nubabla
C;contravention;f;;sedzidada, gùdodo
C;contre;prép;;de nu nu, kpe
C;contrebande;f;;degbâgbâ
C;contrebandier;m;;degbâto, degbâla
C;contrecarrer;vt;;tsitre de nu nu
C;contredire;vt;;de deklemi, do adika, yi ate
C;contrée;f;;anyigba, denyigba
C;contrefaçon;f;;sosrô
C;contrefaire;vt;;sro nu, wo nu voadi nu
C;contrefort;m;;glifoti
C;contremaître;m;;doto, dowolawo fe tato
C;contremander;vt;;gbe nu si wodo tsâ
C;contresens;m;;nu fuflu, tamemabumabu, susu tovo
C;contretemps;m;;numadzemadze, geyigi masomaso, mohenu
C;contribuable;m;;adzonala
C;contribution;f;;nudzodzo, kpedenu
C;contristation;f;;konyiîafa, dzikudodo
C;constrister;vt;;do dziku na anie, ve dome na ame, du
C;contrition;f;;vevesese le dzime, dzigbagbâ, dzi-meveve, dzimevesese
C;contrôle;m;;emekpokpo, numedzodzrokpo
C;contrôler;vt;;kpç nu dzi, dzro nu me
C;contrôleur;m;;nudzikpola, numedzrola
C;controverse;f;;dikeke, nyahehe, deklemidede, vïi-wli
C;controverser;vt;;wli, ke di, de deklemi
C;controuver;vt;;ka awatso, vivi nu me
C;contusionner;vt;;miâ nu, mimi, tege nu
C;contusion;f;;miâmiâ
C;convaincre;vt;;ka de nya dzi na ame
C;;;q. d'un crime;lé nya de ame dzi
C;convalescence;f;;hayahaya, kakademe, lâmesêkpo-kpo
C;ce;n;;est pas-menyô o, medze o, mesg o
C;;;de qc.;do nya di, do gbe di
C;convertir;vt;;tro dzime na ame, do li nu, tro nu
C;converti;m;;amesi tro dzime
C;convier;vt;;kpe ame
C;;;q. à;yo ame de nu nuti
C;convoi;m;;kpokplodo, dododa»
C;convoiter;vt;;dzro nu vevie, bia nku, vive, klê nu
C;convoquer;vt;;yo amewo fo îu
C;coopération;f;;kpekpedenuto, asidedenuime
C;coordonner;vt;;do nuwo teleteîe
C;copeau;m;;atidzedze, atifefê, atinyanui
C;copie;f;;agbalê, ta ta, kopi
C;copier;vt;;gaiilo nu, gâta nu
C;copiste;m;;nugbugbonlola
C;copra;m;;kokote, nekokote
C;coq;m;;koklotsu
C;coque;f;;azitsro
C;coquetterie;f;;atsyodada, apedidi, aziânyahehe
C;coquille;f;;ho, hotsui, agaga, to
C;coquillage;m;;holotsu, go, wotsui
C;coquin;m;;ame dovo, amedzeha, amedra
C;cor;m;;kpe
C;corail;m;;sui, anitsriwa, adza
C;corbeau;m;;akpaviâ ,kohâ, nowonowo
C;corbeille;f;;kusi, abaka, kevi, abahe
C;corbillard;m;;amekukutasiadam
C;cordage;m;;ka, atagbuika
C;cordeau;m;;ka
C;cordon;m;;ka
C;cordonnier;m;;aîokpatola
C;corneille;f;;akpaviâ, manowo
C;corner;vt;;ku kpe, kaka nu, de gbe îâ
C;corporal;m;;avo si dzi hostia kokoe nona le missa me
C;corps;m;;nutilâ, — nu blibo
C;corridor;m;;toîe
C;corriger;vt;;do nu do
C;corroborer;vt;;ka de nu dzi, îu asi nya dzi, do kpe nu (nya) dzi
C;corroder;vt;;du nu gblê
C;corrompre;vt;;gblê nu
C;;;un juge;na zânu kodzodila, tu nù na-
C;corroyer;vt;;te kpe agbalê
C;corroyeur;m;;agbalêkpetela
C;cortège;m;;yomenolawo, amekploladowo
C;cosmétique;m;;wevCe vivi, belélé na nutiîâ fe uyonyo, damemi
C;cosse;f;;isro, go
C;costume;m;;awudodo, avotata
C;;;(humaine);ahafu, agbaîuti, ablamefu
C;;;(rivage);futa
C;côté;m;;aha, go, ablame, — gbo
C;coteau;m;;togbe, kpo
C;coterie;f;;ha, habobo
C;cotisation;f;;ganana, kpekpe de nu nu
C;cotiser;vt;;dzo nu
C;coton;m;;deti, detiîu
C;cotonnade;f;;detivo
C;cotonnier;m;;detiti
C;cou;m;;ko
C;couche;f;;aba, anyimlofe, ndobati
C;coucher;m;;anyimgmlg
C;coucher;vt;;tso ame mlg anyi, de aba ante
C;;;par écrit;nlo nu di
C;couchette;f;;abavi, abati
C;coude;m;;aboklugui, algglo
C;coudée;f;;alo, abo alà (dzidzenu)
C;coudre;vt;;tg awu, tg nu de nu nu
C;;;finement;to nu kitsikitsi
C;;;à grands coups;to nu tsakatsaka, gâgâgâ, le ata nu, le ka nu
C;couenne;f;;hayi
C;couler;vt;;tsyo nu
C;couleur;f;;amâ, ang
C;couleuvre;f;;da
C;couloir;m;;toîe
C;coup;m;;fofo, dzadza
C;;;manqué;dagbodada
C;;;de poing;kgtutu, kototg
C;;;de pied;afototo, afgtutu
C;coupe;f;;awutoto
C;coupe;f;;kplu, akogoe, konko
C;coupé;m;;gamotasiadam îe akpa deka
C;coupeau;m;;tame, kokoeîe
C;couper;vt;;lâ, sê, kpa, dza, ya nu, sê nu da
C;;;les cheveux;lû ça, fia da, ko da, ko ta, sê da
C;;;du bois :;kpa ati
C;;;un arbre;lâ ati fu anyi, dza ati, sè ati da
C;;;une oreille;kpa to
C;;;du vin;toto vé kple tsi
C;;;un animal;ta lâ
C;;;la gorge à q.;tso hlo
C;;;la parole à q.;tso (ne) nya de ame nu
C;;;avec la scie;tso nu da kple lahalaha
C;couperet;m;;yi, krante, yikpo
C;couple;m;;asi kple atsu
C;coupler;vt;;bla nuwo eveve
C;coupure;f;;lalâ, sêsë, sisi, kpakpa
C;cour;f;;hehe, hohonu, agbome, aîeme, kpome
C;cour;f;;wonudrofe
C;courage;m;;kalê, dzidodo, dzideîo, dzi
C;courageusement;adv;;kalêtoe
C;courant;m;;tsisisi, azizâ
C;courbe;f;;mo hahe, gôeîe
C;courber;vt;;bi, bo nu, ha nu goba
C;coureur;m;;dufula, dusila
C;;;à q.;îu du va ame gbo
C;;;après q.;dze ame yome, ku de ame dzi
C;;;après l'argent;dzi ga, ti ga yome
C;;;sus à q.;no ame yome, ti ame yome
C;;;à toutes jambes;îu du sesiê
C;;;d'epines;nudzakuku, nutsihe
C;couronnement;m;;îiakukudodo
C;courrier;m;;dola yoyo, — letadodo
C;courroucer;vt;;do dziku na ame
C;courroux;m;;dziku, domedzui
C;cours;m;;tofe, sisi, azigà, zozo
C;;;d'eau;tosisi
C;courtisan;m;;îiayometo, îianutinola
C;courtiser;vt;;do vivi de ame nu
C;cousin;m;;mû, tulï
C;cousin;m;;togâtodivi, fo, tse
C;coussin;m;;sudui, tazionu, sunde, kodonu, ate
C;coussinet;m;;tsihe
C;coût;m;;asi, asihoho
C;couteau;m;;he, kakla
C;;;à deux tranchants;he nu evee
C;coutelas;m;;yi, krante
C;coutelier;m;;hetula
C;;;cher;ho asi, ve
C;couture;f;;nutoto, awutoto, — toîe, tsafe
C;couturier;m;;nutçla, awutola
C;couvée;f;;azidzidodo, viîofo, tohododo, fêlele
C;couvent;m;;sadagaho
C;couver;vt;;fo vi, do azi dzi, do toho, le îê
C;couveuse;f;;koklovino
C;couvercle;m;;nutunu, nutsyonu, nutuvi
C;couvert;m;;avo, he, gaflo, gatsi kple konko
C;couverture;f;;kuntu, nudzitsyonu, nugbanu
C;couvre-chef;m;;kuku, taku, tatsyonu
C;couvrir;vt;;tsyô nu dzi, gba nu, kpla nu, do awu
C;;;un toit;gba ho
C;crachat;m;;adrufe, ahlôdede, ta
C;cracher;vt;;de ta, nyô ta (de ame nu)
C;;;dans les mains;nyô ta asi
C;craindre;vt;;vô nu
C;crampe;f;;lalia, bo, yiyi îe gadede ame, katoto avoir la-ame îe drimeka to, ame fe ka rilo, yiyi de ga ame
C;;;d'estomac;akomimli
C;crampon;m;;nuleti, apâ, agblo, numiânu
C;cramponner;vt;;lé nu de nu nu, miâ nu
C;crâne;m;;takolui, takoloe
C;crapaud;m;;bele, abeno
C;crapule;f;;amegbegblê, ame vlo, — adzodudu
C;craque;f;;ameblenya, nudikokoe
C;crasse;f;;di, difofo, fé
C;cravache;f;;atam, soba, sofoka
C;cravate;f;;komeblanu, kola
C;crayon;m;;nunloti, pensil
C;;;d'ardoise;kperiloti
C;créance;f;;hose, — fè
C;créancier;m;;fèto
C;créateur;m;;wpla
C;création;f;;wowo, hihemewowo
C;créature;f;;nuwowo, nudodo
C;credence;f;;kplôvi
C;crédit;m;;dzidodo, — hose, — agbana
C;créer;vt;;wo nu
C;crépir;vt;;do ba nu, tre ho, si akalo
C;crépuscule;m;;anyigbatsyotsyo, dzite, zâdoke
C;;;du coq;atotsu, atoge. .crétin m bometsila, — ame vlo
C;creuser;vt;;si nu, de to, no nu, ku nu, de nu, ho nu
C;;;un trou;ku do
C;;;une tombe;ku yodo
C;creux;m;;do, tome, dodede, we, gogloîe
C;;;de;la main asiwlome
C;;;d'un arbre;atitome, atiwoto
C;;;d'un;rocher kpeto
C;;;de Faisselle;ahado, ahato
C;crevasse;f;;dzedze, leîe, wowo
C;crevasser;vt;;wo nu, dze nu, îé nu
C;crever;vt;;gbâ nu, hlê nu
C;;;les yeux à q.;gbâ nku na ame
C;cri;m;;gli, glidodo, afa, hohlô, lele
C;;;de détresse;aîa (do afa)
C;;;de;guerre awagli
C;;;de joie;aseyi, aseye, aseyetsotso, aseyitsotso
C;crible;m;;asôe, atoe, nutsyonu
C;cribler;vt;;tsyo nu, no nu
C;criée;f;;awusiawu, ahunyadie, agbandzo dzadzra
C;;;au secours;do abobo, do afa, fo asi nu
C;;;contre q.;ka mo na ame
C;;;à la face de q.;do gli de ame ta
C;;;à q.;yo ame
C;;;ses marchandises;do boblo
C;crime;m;;busu, ahohlô, gùnu, nu dovo
C;criminel;m;;ahohlôbola, dohlôla
C;crin;m;;fu, da
C;crisper;vt;;tro nu pesepese
C;cristal;m;;ahûhôe, kristal
C;critique;f;;nufofo tso nu nuti, numedzodzro
C;critiquer;vt;;îo nu tso nu nuti
C;croc;m;;agblo
C;crochet;m;;awukunu
C;crocodile;m;;lo, adzakpa
C;;;à qc. (vi);ho nu dzi se
C;;;en q.;ho ame dzi se
C;croisée;f;;îesrênu, îesrênuti
C;croiser;vt;;tso, tso ga
C;;;un chemin;tso mo (me)
C;;;la mer;tso îu me
C;;;q.;tso ame
C;;;les bras;kpla abo, kpla asi ako
C;croiseur;m;;awawu
C;croissant;m;;gleti kake, sosoe, — gleti dze ave dzi
C;;;(sortir;de terre) mie
C;;;(cheveu, poil);to, do
C;croix;f;;atitsoga, nuhaha, fukpekpe
C;crosse;f;;episkopo fe atikplo
C;;;de;fusil tuzo
C;crotte;f;;ba
C;crotter;vt;;fo di nu, do ba nu, si ba na nu
C;crottin;m;;somi
C;croupe;f;;megbe, ago
C;croûte;f;;tsro, (yevu) bolo fiâfiâ
C;croûton;m;;abolofàfiâ sue ade
C;croyance;f;;hose
C;croyant;m;;hoseto
C;cruauté;f;;riutasesë, anyrâwowo
C;cruche;f;;kplu, go, kplo
C;cruchette;f;;\ i i cruchon m) kPluV1'
C;crucifiement;m;;* y , *~ À IU
C;crucifixion;f;;} kakla ^e atltso^a nu*
C;crucifier;vt;;klâ, he ame de atitsoga nu
C;crucifix;m;;atitsoga
C;crudité;f;;rilomiwowo, riutasesë
C;crue;f;;tsitsi
C;cube;m;;dzogoenenu
C;cueillir;vt;;gbe nu, nyô nu, da, ha, ke, ne, kli nu le nu nu, wo nu
C;cuiller;f;;gatsi, gati
C;cuir;m;;lâgbalê, agbadze
C;cuirassé;m;;awawu
C;cuisinier;m;;nudala, kuku
C;cuivre;m;;kobli, ga dzë, ayawoa
C;cul;m;;ago, agonu, arïlonu, kpeta, megbe
C;culbute;f;;goglomidede
C;culbuter;vt;;gbâ nu, mû nu fu anyi, tro gbo dze anyi
C;culte;m;;subosubo, konyinyi
C;;;des;idoles trôsubosubo
C;cultivateur;m;;agbledela
C;cultiver;vt;;nlo agble
C;cumuler;vt;;li ko, tu nu do, fo nu fu
C;curateur;m;;vi îe nuwodzikpola
C;curé;m;;dumawununola, dusoîo, îadagâ
C;cure-dent;m;;adumedeti
C;curer;vt;;klo nu, tutu nu, sia nu
C;curie;vt;;habobo
C;;;romaine;papa fe dzidudu
C;cuve;f;;tokpo
C;cuvette;f;;agba, mofugba
C;cycle;m;;keke, gaso
C;cyclone;m;;ahomu, yasesê, yali
C;cygne;m;;ablotsikpakpahe
D;cymbale;f;;wu ade, ga
D;d'abord;adv;;gbâla, gbâgbiagbâ
D;d'ailleurs;adv;;le aîi bubu
D;daim;m;;lu
D;dais;m;;adzoya, katama, tsï
D;damier;m;;fefenu
D;damner;vt;;bu fo, bu vlo ame
D;danger;m;;haha, kuhi, hiâhiâ, aîoku
D;dans;prép;;me, le me
D;;;Fespace d'un an;le fe deka me
D;danseur;m;;gedula
D;danseuse;f;;gedulanyonu
D;d'après;prép;;le nu nu
D;dard;m;;akplo, wû, nu, aleli. 118 dar — déb
D;;;(des insectes;ate, ti
D;;;(du porc-epic);ge, anyô, îu
D;darder;vt;;da akplô, da wâ
D;date;f;;geyigi, azâ, gleti fe nkeke, geyigi si wodo di
D;dater;vt;;nlo gleti nkeke, do geyigi
D;datte;f;;ayidi
D;dattier;m;;agiditi
D;dauber;vt;;to lâ
D;dauphin;m;;fumeha, fumeloklovi, bosotuitui
D;davantage;adv;;wu, sogbo wu, didi wu
D;de;prép;;tso, tso nu gbo, le nu nu
D;;;branche en branche;tso alo dzi heyi alo dzi
D;d'ici;adv;;tso afii
D;dé;m;;ho, hodanu, akodanu
D;dé;m;;asikuku
D;débâcle;f;;toto, bublu, dzogbevoe
D;déballer;vt;;de nu le nu me
D;débandade;f;;basabasa, madomado, sisi
D;débander;vt;;de ka
D;débarbouiller;vt;;îu mo na ame
D;débarcadère;m;;klini, lê
D;débarquement;m;;godzedze, godidi, agbadede le wu me
D;débarquer;vt;;di go, dze go, ku nu wu me, de agba ie wu me
D;débarras;m;;nudededa, agbadede, dede
D;débarrasser;vt;;tso nu fu gbe, de nu da
D;débat;m;;dzrè, dikeke, nyahehe, anukutsotso
D;débattre;vt;;he nya, tso anuku de nu dzi
D;débauché;m;;hadzela, agbedranola, anyibadanola
D;débaucher;vt;;gblê ame
D;;;q. du travail;de ame le do me, do kuvia ame» se
D;débaucheur;m;;amegblêla
D;débilité;f;;gbodzogbodzo
D;débiliter;vt;;wo lame gbodzo, ho lame ame si
D;debit;m;;asi, aîo
D;débiter;vt;;dzra nu, kpe aîo, kpe asi
D;débiteur;m;;îenyila, îeto
D;déblayer;vt;;îo nu le nu dzi
D;;;le terrain;de mo
D;déboire;m;;domeveve
D;déboiser;vt;;îo ave
D;débordement;m;;tsidodo, gogbagbâ
D;débouché;m;;dzoîe, godofe
D;déboucher;vt;;vvu atukpa, de koke le abodiabo nu
D;;;un chemin;de mo
D;déboucher;vt;;tu nu, de ka nu hu
D;débourser;vt;;do ga na ame
D;debout;adv;;te, tsitrenu, alinu, ka, dzo tsatso
D;déboutonner;vt;;de (tu) awunugbui
D;débris;m;;sonu, ze kake, nugbagbâwo
D;débrouiller;vt;;do nu, do nuwo tefeteîe, te kpo le nu nuti
D;débroussailler;vt;;tso gbe, îo ave, ha kuti
D;débusquer;vt;;nyâ nu (ame)
D;;;Pennemi;nyâ futowo
D;début;m;;gomedzedze, dzitoto
D;débuter;vt;;dze nu gome, to nu dzi
D;déça;adv;;afiigodzi, akpa sia dzi
D;décapiter;vt;;tso ta le ame nu
D;déceler;vt;;îo nu, fia ame yome mo, de nu fia, de ha."
D;décembre;m;;desember, gleti mloeto (wuievelia)
D;décerner;vt;;na, tso nu de asi, ho nu na ame
D;;;un prix;ho nunana na ame
D;décès;m;;ku, ameyinugbe
D;décevoir;vt;;îlu ame, ble ame
D;déchaîner;vt;;de ka, de ga le ame nu
D;décharge;f;;agbadede
D;déchargement;m;;agbadede le wu me
D;décharger;vt;;ku agba le vvu me, de agba le nu dzi
D;;;q. d'une obligation;de do le ko dzi na ame
D;;;un coup de fusil;da tu
D;déchéance;f;;nusêdede le ame dzi, dededa
D;déchet;m;;nugbegblê, gege, dudu
D;décheveler;vt;;vu da na ame
D;déchiffrer;vt;;hlê nya si me meko o
D;déchiqueter;vt;;ka, fli nu, gbâ nu kakekake
D;déchirer;vt;;dze, tso, là, vuvu nu
D;déchirure;f;;dzedze, dodro, wowo
D;décidément;adv;;kokôko
D;décider;vt;;do nya anyi, do nu
D;décimer;vt;;mâ nu de akpa ewo
D;déclamation;f;;nyagbogblo
D;déclamer;vt;;gblo nya
D;déclaration;f;;gbefâdede, dodo
D;;;de guerre;awadodo, awadu
D;déclarer;vt;;de gbe îâ
D;;;la guerre;do awa du
D;;;q. coupable;bu fo ame, do zemabi na ame
D;;;q. innocent;do gé na ame
D;déclin;m;;wewowo
D;déclinaison;f;;totro, lidodo
D;décliner;vt;;de nu da, gbé nu
D;;;vers la vieillesse;ku amegâ
D;;;son nom;yo nko
D;déclivité;f;;aga, abu se
D;décomposer;vt;;mâ nu, dze
D;décomposition;f;;nyunyô, vovo
D;déconseiller;vt;;hlô nu ame be woade asi le nu nuti
D;déconsidération;f;;nkogbegblê
D;decor;m;;atsyô
D;décorer;vt;;do atsyô na nu
D;décortiquer;vt;;flo, kpa, klê nu, de ku deti
D;décorum;m;;dokuilele, wudodo
D;découdre;vt;;tu nutoto
D;découper;vt;;tso nu, îli nu
D;découpler;vt;;de nu, deka nu
D;décourager;vt;;de dzi le ame îo
D;découragement;m;;dzideleameîo
D;découronner;vt;;de ku na ame, de ati ta
D;découverte;f;;nufofo, nuyeye îoîo
D;découvrir;vt;;îo nu ve, wu nu nu
D;;;un toit;klo hota, ko ho
D;décréditer;vt;;gblê ame fe nko
D;décret;m;;sedede, anyidodo
D;décréter;vt;;de se
D;décrier;vt;;gblê ame nko, gblo amenya
D;décrire;vt;;gblo ame hutinya, do
D;;;la roule à q.;do dzesi mo na ame
D;décrotter;vt;;klo, tutu nu
D;dédaigner;vt;;do vlo ame
D;dédain;m;;vlododo
D;dedans;adv;;me, eme, le nu me
D;dédicace;f;;nunukoko, yayira
D;dédier;vt;;na nu ame abe bùbudzesi ene, yayira nu
D;dédommagement;m;;nugblêîe, tefedodo
D;dédommager;vt;;tso nu de nu fe afodome, do teîe
D;déduire;vt;;de nu Iso nu me
D;défaillance;f;;gbaîa, afetro
D;défaire;vt;;wu nu, tu ka le nu nu
D;défaite;f;;gbegblê, awagbegblë
D;défaut;m;;vodada, nusi mede blibo o
D;défaveur;f;;amenumavemave
D;défection;f;;megbedede
D;défendre;vt;;wli nu ta, ho nya na ame, gbe nya
D;défense;f;;nyagbegbe, tawiWli
D;défenseur;m;;tawlila
D;déférence;f;;amebubu, sosrôda
D;déférer;vt;;do nya ho, he nya de megbe
D;défi;m;;nyadada de ame gbo, gedzidzi, gbetoame
D;défiance;f;;numadomado de ame nu
D;défier;vt;;da nya de ame gbo
D;déficit;m;;agbadudu
D;défigurer;vt;;gblê nu fe nonome
D;défilé;m;;todzimo, hahafe
D;définir;vt;;de nu gome eme ko
D;définition;f;;nugomedede eme nako
D;défoncer;vt;;gbâ nu
D;déformation;f;;nonomegbegblê
D;déformer;vt;;gblê nu fe nonome, ha nu gôgô
D;déformité;f;;ngnomegbegblê
D;défrayer;vt;;he fe de ame ta
D;;;la compagnie;do dzidzo na amewo
D;défricher;vt;;nlô anyigba, gudu anyigba
D;défunt;m;;amekuku
D;dégager;vt;;de nu da
D;dégagement;m;;nudede
D;dégarnir;vt;;de nuwo le nu me
D;dégât;m;;gbegblê, nugugu
D;dégeler;vt;;lolo (tsi babla lolo)
D;dégénération;f;;nonome gbegblê, dzodzomebubu
D;dégénérer;vt;;bu dzodzome, tro nonome
D;dégonfler;vt;;de yâ le nu me
D;dégoût;m;;nunyô, nunyônu
D;dégoûter;vt;;nyô nu na ame, ti ame
D;dégrader;vt;;do vlo ame
D;dégré;m;;kokome, dodo
D;déguisement;m;;alakpanuwowo, nonometotro
D;déguiser;vt;;wo alakpanu, trô nonome
D;déguster;vt;;do nu kpo
D;dehors;adv;;godo, gota, hihenu
D;déicide;m;;mawuwula
D;déifier;vt;;subo nu abe Mawu ene, tso nu wo mawue
D;déjà;adv;;hoho, vo, tsâ
D;déjeuner;m;;ndinududu, ndibolo, zâtadede
D;déjouer;vt;;he mo na nu
D;delà;adv;;godo, go medzi
D;délabrer;vt;;gblê nu
D;délai;m;;megbetsitsi, hehe de megbe
D;;;pour se décider;azâdodo, nunubugi
D;délaissement;m;;gbegblêdi
D;délaisser;vt;;gblê nu di
D;délassement;m;;gbodeme, didideme
D;délateur;m;;sakpleto, amegomezola
D;délayer;vt;;toto, blu nu de nu me
D;;;du vin;toto \ "t kple tsi
D;délecter;vt;;do dzidzo na ame
D;délégué;m;;ame dodo
D;déléguer;vt;;do ame
D;délice;m;;vivisese
D;délier;vt;;de, tu nu, tu ka, de ka nu nu
D;;;q. d'une obligation;de do le ame dzi
D;délimiter;vt;;de liîo na nu, do liîo
D;délinquant;m;;vodala
D;délire;m;;tagbogbegblê
D;délit;m;;vodada
D;délivrance;f;;dede, hoho, dededa
D;délivrer;vt;;de, ho ame, tso nu de asi na ame
D;déluge;m;;tsidodogâ, tododo
D;demain;adv;;etso, etso si gbona
D;;;matin;etso ndi
D;;;soir;etso fiêsi
D;demande;f;;dzidzi, biabia, kukudede. Vocabulaire dém — dém faire une-de kuku, bia nu, dzi nu
D;demandeur;m;;amesamala, nubiala
D;demander;vt;;bia, dzi nu, de kuku
D;;;qc.;bia nu
D;;;qc. à q.;bia nu tso ame si
D;;;q.;bia ame ta, dzi ame
D;;;pardon;bia tsotsoke, de kuku
D;;;conseil;bia adanu
D;;;de l'argent;bia ga le ame si
D;;;vengeance;bia hlô
D;;;à q.;bia ame se
D;;;l'opinion de q.;bia ame gbe se
D;;;son pain;bia nu
D;;;à q. ce qu'il désire;bia gbe ame se
D;;;la main d'une fille;bia nyonuvi ta
D;démangeaison;f;;fiefie, dzodzro
D;démarche;f;;azolizozo
D;démêlé;m;;dzrè, nyawiwli
D;démêler;vt;;he nya, de nu da, de vovo nuwo me_
D;déménagement;m;;dzodzo, wmvu
D;démence;f;;tsukuku, adawadzedze
D;démenti;m;;riusesê de nu nuti
D;démentir;vt;;sê nù de nu nuti
D;démettre;vt;;de nu da
D;;;q. d'un emploi;de ame le do me
D;demeure;f;;nofe, ho
D;;;en ville;no du me
D;;;en arrière;tsi megbe
D;;;dans une maison;no ho me
D;demi-frère;m;;tovinutsu, îoîovi
D;demi-sœur;f;;tovinyônu, îoîovi
D;démission;f;;ame dokui dede nume
D;démolir;vt;;tsyrô nu, mû nu îu anyi
D;;;une maison;gbâ ho, mû ho îu anyi
D;démon;m;;abosam, gbogbo vôdi, gbetsivô
D;démonter;vt;;de nu nu me
D;démontrer;vt;;îia nu kote, de nu gome, wu nu me
D;démoraliser;vt;;gblê nonome nyuie
D;dénicher;vt;;de ato
D;denier;m;;ga, ho, nudzodzo
D;;;du culte;nudzodzo na Ha la
D;dénier;vt;;se nu, mô nu, se nu de nu nuti
D;;;qc. à q.;gbe nu na ame
D;dénigrement;m;;amegomedudu, amenulïlï
D;dénigrer;vt;;zo ame gome, lï ame nu
D;dénombrement;m;;nuhehlêkpo
D;dénombrer;vt;;hlô nuwo kpo
D;dénommer;vt;;yo nko na ame
D;dénoncer;vt;;tso ame nu, sa sakple
D;dénoter;vt;;îia dzesi
D;dénoûment;m;;nya îe nuwuwu
D;dénouer;vt;;de ka, tu nu
D;;;molaire;nyigli, tsyo
D;;;de;sagesse wohee
D;;;creuse;adu kuku
D;dentiste;m;;adutikewola
D;dénuder;vt;;klo nu, de amamâ
D;dénuer;vt;;de nu da le ame si
D;dénuement;m;;îuîluinono, ziâ, ko
D;déparer;vt;;gblê nonome
D;départ;m;;hoho, tsotso, modzedze, yiyi, teteyi
D;département;m;;anyigba fe akpa
D;départir;vt;;ma nu, dzidze nu
D;dépasser;vt;;gbo ame nuti yi, to nu yi, gbo ame dzi, îo ame ta, du ame dzi
D;;;les forces de q.;wu ako lia aine, glo ame
D;dépecer;vt;;ma la, fli nu, tso nu me
D;dépêche;f;;telegram
D;dépêcher;vt;;do nu, do nu, de abla wo nu
D;dépeindre;vt;;ta nu, de nu îia, do dzesi nu
D;dépendance;f;;kùkù de nu nu, — dutadzidufe
D;dépendre;vt;;de nu di, de nu nu nu
D;dépenser;vt;;na ga, gblê ga, zâ nu, zâ ga
D;dépensier;m;;ahedala, ahedonula, gazâla
D;dépérissement;m;;gbegblê, bubu, atrigbagbâ
D;dépeupler;vt;;tsyrô duko
D;dépiécer;vt;;ma, fli, dzâ nu
D;dépister;vt;;do la, do afo na là
D;dépit;m;;domeveve, dziku, adâ
D;déplacer;vt;;tso nu do afi bubu
D;déplaisance;f;;riumadzemadze
D;déplaisir;m;;riumadzemadze
D;déplier;vt;;mlo nu, wu nu, he nu me, vlu nu me
D;déplorer;vt;;fa konyi, nu ve ame de nu ta
D;déployer;vt;;ke, ka nu, mlo nu, kaka nu, he nu me
D;;;du zèle;dze agbagba
D;;;les voiles;do abala
D;déplumer;vt;;nyô nu, tu nu, bebe fu le koklo nu
D;dépopulation;f;;dukotsotsyrô
D;déporter;vt;;nyâ ame yi duta
D;déposer;vt;;de nu di, tso nu de asi na ame, dra nu di
D;;;le fardeau;dro agba di, lé agba di
D;;;q. de sa charge;de ame le do me
D;déposséder;vt;;de nu le ame si, ho nu le ame si
D;dépôt;m;;nudzradoîe
D;;;de;marchandises agbadzradofe
D;;;(soldats);asada, gbadagbawo îe ho
D;dépouille;f;;lâgolo, lâgbalë, — aboyonu
D;dépouillement;m;;adzodada
D;dépouiller;vt;;de nu di
D;;;un animal;ko lâ, tre golo
D;;;Parbre de Pécorce;de tsro ati nu, tre (de) bo ati
D;;;q. de qc.;ho nu le ame si
D;dépourvoir;vt;;de, de nu di
D;dépravation;f;;gbegblê, vovôdi
D;dépraver;vt;;gblê ame, gblê nonome nyuie
D;déprécier;vt;;gblê nu, do vlo (nu), déprédation î adzodada
D;déprimer;vt;;te ame de anyi
D;depuis;adv;;tso geyigi mâmeke
D;député;m;;amedodo
D;députer;vt;;do ame, do ame do da
D;déraciner;vt;;de ke, ho ati, de ke nu te
D;dérangement;m;;fudede, kplamatsedodo, basa-basa, gbegblê
D;déranger;vt;;nyamâ ame, toto nu, de îu na ame
D;dérégler;vt;;toto nu, gblê nu
D;dériver;vt;;fia nu îe dzofe, tro nu tso nu gbo, tso nu me
D;;;de;l'eau : de tsi
D;dernièrement;adv;;nyitso, wë ko, eteîe medzi-dzi o
D;dérober;vt;;îi nu, wli nu le ame si, de nu ame dzi
D;dérouler;vt;;vlu nu, mlo nu, mlo nu me
D;déroute;f;;awasisi, awagbegblê
D;dérouter;vt;;tra mo, kplo ame bu
D;derrière;adv;;megbe, yôme, godo, le nu godo, le nu ha
D;;;la maison;le ho megbe
D;derrière;m;;megbe, ago, agonu, anlonu, gogo, gbi
D;dès;prép;;tso
D;désabuser;vt;;wu riku na ame, de abi dzigbo na ame, de ke le ame gome
D;désaccord;m;;gbe masomaso, dikeke
D;désaccorder;vt;;gblê nya le amewo dome, désagréable a nusi mevivi o, riumadzeto
D;désaffection;f;;malômalô, fulele
D;désagrégation;f;;gbagbâ, gbegblê
D;désagréger;vt;;gbâ nu
D;désappointer;vt;;flu ame
D;désappointement;m;;amebeble
D;désarmer;vt;;ho awawonuwo le ame si
D;;;la colère de q.;fa ako na ame
D;désarroi»;m;;bublu, toto
D;désastre;m;;dzogbevôe, nyavôe. 132 dés — dés désastreux a dzogbevôeto
D;désavantage;m;;gùgu, bubu
